,Especie,Parque,Tipologia,Barrio,Distrito,Elemento,X,Y,Porte,origen,importancia_polinizadores,notas,FRUTOs
11032,Ligustrum japonicum,Parque Infanta Elena,Parque Periurbano,PALACIO DE CONGRESOS- URBADIEZ- ENTREPUENTES,Este-Alcosa- Torreblanca,Árbol Zona Verde,"23,981,512","414,303,289",arbol,exotica,media,,
11033,Ligustrum japonicum,Parque Infanta Elena,Parque Periurbano,PALACIO DE CONGRESOS- URBADIEZ- ENTREPUENTES,Este-Alcosa- Torreblanca,Árbol Zona Verde,"23,936,980","414,295,900",arbol,exotica,media,,
11034,Ligustrum japonicum,"Ciencias (Las), Avenida",Medianas y Glorietas,COLORES-ENTREPARQUES,Este-Alcosa-Torreblanca,Arbusto,"24,091,866","414,353,501",arbusto,exotica,media,,
11035,Ligustrum japonicum,Jardines de Murillo,Parque o Jardín Histórico,SANTA CRUZ,Casco Antiguo,Árbol Zona Verde,"23,547,102","414,170,855",arbol,exotica,media,,
11036,Ligustrum japonicum,Jardines de Murillo,Parque o Jardín Histórico,SANTA CRUZ,Casco Antiguo,Arbusto,"23,542,919","414,157,083",arbusto,exotica,media,,
11037,Ligustrum japonicum,Jardines de Murillo,Parque o Jardín Histórico,SANTA CRUZ,Casco Antiguo,Arbusto,"23,541,243","414,152,710",arbusto,exotica,media,,
11038,Ligustrum japonicum,Jardines de Murillo,Parque o Jardín Histórico,SANTA CRUZ,Casco Antiguo,Arbusto,"23,554,297","414,175,630",arbusto,exotica,media,,
11039,Ligustrum japonicum,Jardines de Murillo,Parque o Jardín Histórico,SANTA CRUZ,Casco Antiguo,Arbusto,"23,542,189","414,151,887",arbusto,exotica,media,,
11040,Ligustrum japonicum,Jardines de Murillo,Parque o Jardín Histórico,SANTA CRUZ,Casco Antiguo,Arbusto,"23,541,619","414,149,844",arbusto,exotica,media,,
11041,Ligustrum japonicum,Jardines de Murillo,Parque o Jardín Histórico,SANTA CRUZ,Casco Antiguo,Arbusto,"23,540,124","414,151,456",arbusto,exotica,media,,
11042,Ligustrum japonicum,Jardines de Murillo,Parque o Jardín Histórico,SANTA CRUZ,Casco Antiguo,Arbusto,"23,537,872","414,146,887",arbusto,exotica,media,,
11043,Ligustrum japonicum,Jardines de Murillo,Parque o Jardín Histórico,SANTA CRUZ,Casco Antiguo,Arbusto,"23,538,763","414,147,067",arbusto,exotica,media,,
11044,Ligustrum japonicum,Parque Infanta Elena,Parque Periurbano,PALACIO DE CONGRESOS- URBADIEZ- ENTREPUENTES,Este-Alcosa- Torreblanca,Árbol Zona Verde,"23,980,136","414,302,273",arbol,exotica,media,,
11045,Ligustrum japonicum,Jardines de Murillo,Parque o Jardín Histórico,SANTA CRUZ,Casco Antiguo,Arbusto,"23,541,441","414,153,063",arbusto,exotica,media,,
11046,Ligustrum japonicum,Parque Infanta Elena,Parque Periurbano,PALACIO DE CONGRESOS- URBADIEZ- ENTREPUENTES,Este-Alcosa- Torreblanca,Árbol Zona Verde,"23,981,427","414,302,866",arbol,exotica,media,,
11047,Ligustrum japonicum,Jardines de Murillo,Parque o Jardín Histórico,SANTA CRUZ,Casco Antiguo,Arbusto,"23,554,828","414,178,092",arbusto,exotica,media,,
11048,Ligustrum japonicum,AVENIDA DE EL GRECO,Jardinería Asociada a Viario,SAN PABLO A Y B,San Pablo-Santa Justa,Arbusto,"23,703,179","414,261,094",arbusto,exotica,media,,
11049,Ligustrum japonicum,Jardines de Murillo,Parque o Jardín Histórico,SANTA CRUZ,Casco Antiguo,Árbol Zona Verde,"23,545,340","414,155,247",arbol,exotica,media,,
11050,Ligustrum japonicum,Jardines de Murillo,Parque o Jardín Histórico,SANTA CRUZ,Casco Antiguo,Arbusto,"23,540,410","414,148,389",arbusto,exotica,media,,
11051,Ligustrum japonicum,Parque Infanta Elena,Parque Periurbano,PALACIO DE CONGRESOS- URBADIEZ- ENTREPUENTES,Este-Alcosa- Torreblanca,Árbol Zona Verde,"23,981,406","414,304,094",arbol,exotica,media,,
11052,Ligustrum japonicum,Jardines de Murillo,Parque o Jardín Histórico,SANTA CRUZ,Casco Antiguo,Arbusto,"23,554,914","414,179,683",arbusto,exotica,media,,
11053,Ligustrum japonicum,Parque Infanta Elena,Parque Periurbano,PALACIO DE CONGRESOS- URBADIEZ- ENTREPUENTES,Este-Alcosa- Torreblanca,Árbol Zona Verde,"23,937,192","414,295,329",arbol,exotica,media,,
11054,Ligustrum japonicum,Jardines de Murillo,Parque o Jardín Histórico,SANTA CRUZ,Casco Antiguo,Arbusto,"23,554,004","414,175,788",arbusto,exotica,media,,
11055,Ligustrum japonicum,Parque Infanta Elena,Parque Periurbano,PALACIO DE CONGRESOS- URBADIEZ- ENTREPUENTES,Este-Alcosa- Torreblanca,Árbol Zona Verde,"23,936,938","414,296,303",arbol,exotica,media,,
11056,Ligustrum japonicum,Jardines de Murillo,Parque o Jardín Histórico,SANTA CRUZ,Casco Antiguo,Arbusto,"23,554,224","414,176,210",arbusto,exotica,media,,
11057,Ligustrum japonicum,"Deporte, El (Avenida)",Medianas y Glorietas,TORREBLANCA,Este-Alcosa-Torreblanca,Arbusto,"24,201,389","414,213,973",arbusto,exotica,media,,
11058,Ligustrum japonicum,FERNANDO ZOBEL,Jardinería Asociada a Viario,PALACIO DE CONGRESOS-URBADIEZ- ENTREPUENTES,Este-Alcosa-Torreblanca,Arbusto,"23,952,937","414,391,148",arbusto,exotica,media,,
11059,Ligustrum japonicum,Jardines de Murillo,Parque o Jardín Histórico,SANTA CRUZ,Casco Antiguo,Arbusto,"23,541,933","414,150,524",arbusto,exotica,media,,
11060,Ligustrum japonicum,Jardines de Murillo,Parque o Jardín Histórico,SANTA CRUZ,Casco Antiguo,Arbusto,"23,554,282","414,178,359",arbusto,exotica,media,,
11061,Ligustrum japonicum,Parque Infanta Elena,Parque Periurbano,PALACIO DE CONGRESOS- URBADIEZ- ENTREPUENTES,Este-Alcosa- Torreblanca,Árbol Zona Verde,"23,981,639","414,303,861",arbol,exotica,media,,
11062,Ligustrum japonicum,Jardines de Murillo,Parque o Jardín Histórico,SANTA CRUZ,Casco Antiguo,Arbusto,"23,542,454","414,152,575",arbusto,exotica,media,,
11063,Ligustrum japonicum,Parque Infanta Elena,Parque Periurbano,PALACIO DE CONGRESOS- URBADIEZ- ENTREPUENTES,Este-Alcosa- Torreblanca,Árbol Zona Verde,"23,980,877","414,302,993",arbol,exotica,media,,
11064,Ligustrum japonicum,Jardines de Murillo,Parque o Jardín Histórico,SANTA CRUZ,Casco Antiguo,Arbusto,"23,552,615","414,176,493",arbusto,exotica,media,,
11065,Ligustrum japonicum,Jardines de Murillo,Parque o Jardín Histórico,SANTA CRUZ,Casco Antiguo,Arbusto,"23,552,198","414,172,399",arbusto,exotica,media,,
11066,Ligustrum japonicum,Jardines de Murillo,Parque o Jardín Histórico,SANTA CRUZ,Casco Antiguo,Árbol Zona Verde,"23,543,251","414,151,005",arbol,exotica,media,,
11067,Ligustrum japonicum,"Deporte, El (Avenida)",Medianas y Glorietas,COLORES-ENTREPARQUES,Este-Alcosa-Torreblanca,Arbusto,"24,198,400","414,212,484",arbusto,exotica,media,,
11068,Ligustrum japonicum,Jardines de Murillo,Parque o Jardín Histórico,SANTA CRUZ,Casco Antiguo,Arbusto,"23,542,572","414,154,715",arbusto,exotica,media,,
11069,Ligustrum japonicum,"PADRE CASTRO, PLAZA",Plaza o Jardín,PARQUE ALCOSA-JARDINES DEL EDEN,Este-Alcosa-Torreblanca,Arbusto,"24,077,180","414,460,323",arbusto,exotica,media,,
11070,Ligustrum japonicum,Parque Infanta Elena,Parque Periurbano,PALACIO DE CONGRESOS- URBADIEZ- ENTREPUENTES,Este-Alcosa- Torreblanca,Árbol Zona Verde,"23,980,347","414,302,993",arbol,exotica,media,,
11071,Ligustrum japonicum,Parque Infanta Elena,Parque Periurbano,PALACIO DE CONGRESOS- URBADIEZ- ENTREPUENTES,Este-Alcosa- Torreblanca,Árbol Zona Verde,"23,936,599","414,295,816",arbol,exotica,media,,
11072,Ligustrum japonicum,Parque Infanta Elena,Parque Periurbano,PALACIO DE CONGRESOS- URBADIEZ- ENTREPUENTES,Este-Alcosa- Torreblanca,Árbol Zona Verde,"23,937,509","414,295,519",arbol,exotica,media,,
11073,Ligustrum japonicum,Jardines de Murillo,Parque o Jardín Histórico,SANTA CRUZ,Casco Antiguo,Arbusto,"23,547,794","414,166,937",arbusto,exotica,media,,
11074,Ligustrum japonicum,Parque Infanta Elena,Parque Periurbano,PALACIO DE CONGRESOS- URBADIEZ- ENTREPUENTES,Este-Alcosa- Torreblanca,Árbol Zona Verde,"23,981,300","414,303,501",arbol,exotica,media,,
11075,Ligustrum japonicum,Jardines de Murillo,Parque o Jardín Histórico,SANTA CRUZ,Casco Antiguo,Arbusto,"23,542,847","414,152,383",arbusto,exotica,media,,
11076,Ligustrum japonicum,Jardines de Murillo,Parque o Jardín Histórico,SANTA CRUZ,Casco Antiguo,Arbusto,"23,540,614","414,147,825",arbusto,exotica,media,,
11077,Ligustrum japonicum,TRASERA SUECA-GANDIA,Plaza o Jardín,PARQUE ALCOSA-JARDINES DEL EDEN,Este-Alcosa-Torreblanca,Arbusto,"24,064,393","414,455,669",arbusto,exotica,media,,
11078,Ligustrum japonicum,Jardines de Murillo,Parque o Jardín Histórico,SANTA CRUZ,Casco Antiguo,Arbusto,"23,541,132","414,173,550",arbusto,exotica,media,,
11079,Ligustrum japonicum,Jardines de Murillo,Parque o Jardín Histórico,SANTA CRUZ,Casco Antiguo,Arbusto,"23,541,043","414,153,263",arbusto,exotica,media,,
11080,Ligustrum japonicum,Jardines de Murillo,Parque o Jardín Histórico,SANTA CRUZ,Casco Antiguo,Arbusto,"23,553,668","414,174,360",arbusto,exotica,media,,
11081,Ligustrum japonicum,Jardines de Murillo,Parque o Jardín Histórico,SANTA CRUZ,Casco Antiguo,Arbusto,"23,544,529","414,155,812",arbusto,exotica,media,,
11082,Ligustrum japonicum,Jardines de Murillo,Parque o Jardín Histórico,SANTA CRUZ,Casco Antiguo,Arbusto,"23,544,120","414,176,006",arbusto,exotica,media,,
11083,Ligustrum japonicum,"Ciencias (Las), Avenida",Medianas y Glorietas,COLORES-ENTREPARQUES,Este-Alcosa-Torreblanca,Arbusto,"24,091,085","414,345,278",arbusto,exotica,media,,
11084,Ligustrum japonicum,Jardines de Murillo,Parque o Jardín Histórico,SANTA CRUZ,Casco Antiguo,Arbusto,"23,537,764","414,142,702",arbusto,exotica,media,,
11085,Ligustrum japonicum,Jardines de Murillo,Parque o Jardín Histórico,SANTA CRUZ,Casco Antiguo,Arbusto,"23,546,776","414,167,146",arbusto,exotica,media,,
11086,Ligustrum japonicum,"VIRGEN SANTA MARÍA DEL MAR, JARDINES",Parque Urbano,CISNEO ALTO-SANTA MARIA DE GRACIA,Macarena,Arbusto,"23,690,251","414,375,352",arbusto,exotica,media,,
11087,Ligustrum japonicum,Jardines de Murillo,Parque o Jardín Histórico,SANTA CRUZ,Casco Antiguo,Arbusto,"23,552,784","414,176,998",arbusto,exotica,media,,
11088,Ligustrum japonicum,Parque Infanta Elena,Parque Periurbano,PALACIO DE CONGRESOS- URBADIEZ- ENTREPUENTES,Este-Alcosa- Torreblanca,Árbol Zona Verde,"23,981,025","414,303,903",arbol,exotica,media,,
11089,Ligustrum japonicum,Jardines de Murillo,Parque o Jardín Histórico,SANTA CRUZ,Casco Antiguo,Arbusto,"23,551,463","414,173,269",arbusto,exotica,media,,
11090,Ligustrum japonicum,Jardines de Murillo,Parque o Jardín Histórico,SANTA CRUZ,Casco Antiguo,Arbusto,"23,541,728","414,154,677",arbusto,exotica,media,,
11091,Ligustrum japonicum,Jardines de Murillo,Parque o Jardín Histórico,SANTA CRUZ,Casco Antiguo,Arbusto,"23,542,670","414,151,988",arbusto,exotica,media,,
11092,Ligustrum japonicum,Z.V. Jardín de la Calle Navas,Plaza o Jardín,PALMETE,Cerro-Amate,Arbusto,"23,961,663","414,036,838",arbusto,exotica,media,,
11093,Ligustrum japonicum,TRASERA SUECA-GANDIA,Plaza o Jardín,PARQUE ALCOSA-JARDINES DEL EDEN,Este-Alcosa-Torreblanca,Arbusto,"24,064,104","414,455,524",arbusto,exotica,media,,
11094,Ligustrum japonicum,Parque Infanta Elena,Parque Periurbano,PALACIO DE CONGRESOS- URBADIEZ- ENTREPUENTES,Este-Alcosa- Torreblanca,Árbol Zona Verde,"23,980,474","414,303,332",arbol,exotica,media,,
11095,Ligustrum japonicum,Jardines de Murillo,Parque o Jardín Histórico,SANTA CRUZ,Casco Antiguo,Árbol Zona Verde,"23,550,084","414,180,200",arbol,exotica,media,,
11096,Ligustrum japonicum,Jardines de Murillo,Parque o Jardín Histórico,SANTA CRUZ,Casco Antiguo,Arbusto,"23,540,843","414,152,888",arbusto,exotica,media,,
11097,Ligustrum japonicum,Jardines de Murillo,Parque o Jardín Histórico,SANTA CRUZ,Casco Antiguo,Arbusto,"23,539,177","414,148,488",arbusto,exotica,media,,
11098,Ligustrum japonicum,Jardines de Murillo,Parque o Jardín Histórico,SANTA CRUZ,Casco Antiguo,Arbusto,"23,542,247","414,152,209",arbusto,exotica,media,,
11099,Ligustrum japonicum,Jardines de Murillo,Parque o Jardín Histórico,SANTA CRUZ,Casco Antiguo,Arbusto,"23,543,512","414,153,744",arbusto,exotica,media,,
11100,Ligustrum japonicum,Parque Infanta Elena,Parque Periurbano,PALACIO DE CONGRESOS- URBADIEZ- ENTREPUENTES,Este-Alcosa- Torreblanca,Árbol Zona Verde,"23,980,601","414,303,861",arbol,exotica,media,,
11101,Ligustrum japonicum,PZ BEETHOVEN,Plaza o Jardín,CRUZ ROJA-CAPUCHINOS,Macarena,Arbusto,"23,635,315","414,358,264",arbusto,exotica,media,,
11102,Ligustrum japonicum,Parque Infanta Elena,Parque Periurbano,PALACIO DE CONGRESOS- URBADIEZ- ENTREPUENTES,Este-Alcosa- Torreblanca,Árbol Zona Verde,"23,937,001","414,297,382",arbol,exotica,media,,
11103,Ligustrum japonicum,Parque Infanta Elena,Parque Periurbano,PALACIO DE CONGRESOS- URBADIEZ- ENTREPUENTES,Este-Alcosa- Torreblanca,Árbol Zona Verde,"23,980,898","414,303,374",arbol,exotica,media,,
11104,Ligustrum japonicum,Jardines de Murillo,Parque o Jardín Histórico,SANTA CRUZ,Casco Antiguo,Arbusto,"23,538,130","414,147,393",arbusto,exotica,media,,
11105,Ligustrum japonicum,Parque Infanta Elena,Parque Periurbano,PALACIO DE CONGRESOS- URBADIEZ- ENTREPUENTES,Este-Alcosa- Torreblanca,Árbol Zona Verde,"23,980,707","414,302,570",arbol,exotica,media,,
11106,Ligustrum japonicum,PZ BEETHOVEN,Plaza o Jardín,CRUZ ROJA-CAPUCHINOS,Macarena,Arbusto,"23,635,016","414,358,366",arbusto,exotica,media,,
11107,Ligustrum jonandrum,KANSAS CITY,Arbolado Viario,SAN PABLO A Y B,San Pablo-Santa Justa,Arbusto,"23,708,802","414,269,007",arbusto,exotica,baja,,
11108,Ligustrum jonandrum,MARTINETE (EL),Plaza o Jardín,SAN PABLO A Y B,San Pablo-Santa Justa,Arbusto,"23,709,124","414,264,240",arbusto,exotica,baja,,
11109,Ligustrum jonandrum,KANSAS CITY,Arbolado Viario,SAN PABLO A Y B,San Pablo-Santa Justa,Arbusto,"23,706,698","414,266,934",arbusto,exotica,baja,,
11110,Ligustrum lucidum,DON JUAN,Arbolado Viario,SANTA CLARA,San Pablo-Santa Justa,Arbusto,"23,893,983","414,358,434",arbusto,exotica,baja,,
11111,Ligustrum lucidum,Parque Miraflores I,Parque Urbano,EL GORDILLO,Norte,Arbusto,"23,795,753","414,513,641",arbusto,exotica,baja,,
11112,Ligustrum lucidum,Parque Miraflores I,Parque Urbano,EL GORDILLO,Norte,Arbusto,"23,801,708","414,503,475",arbusto,exotica,baja,,
11113,Ligustrum lucidum,FIDELIO,Arbolado Viario,SANTA CLARA,San Pablo-Santa Justa,Arbusto,"23,899,019","414,356,563",arbusto,exotica,baja,,
11114,Ligustrum lucidum,DON JUAN,Arbolado Viario,SANTA CLARA,San Pablo-Santa Justa,Arbusto,"23,903,634","414,344,165",arbusto,exotica,baja,,
11115,Ligustrum lucidum,Parque Miraflores I,Parque Urbano,EL GORDILLO,Norte,Arbusto,"23,795,868","414,514,004",arbusto,exotica,baja,,
11116,Ligustrum lucidum,Parque Miraflores I,Parque Urbano,EL GORDILLO,Norte,Arbusto,"23,794,982","414,504,813",arbusto,exotica,baja,,
11117,Ligustrum ovalifolium,Z.V. General Palanca y Nucleo residencial Ruiz de Toledo,Plaza o Jardín,GIRALDA SUR,Sur,Arbusto,"23,653,440","414,042,698",arbusto,exotica,baja,,
11118,Ligustrum ovalifolium,Z.V. Juan Carvallo,Jardinería Asociada a Viario,ROCHELAMBERT,Cerro-Amate,Arbusto,"23,846,875","414,083,543",arbusto,exotica,baja,,
11119,Ligustrum ovalifolium,Z.V. Jardines de Don Otilio,Parque Urbano,LOS REMEDIOS,Los Remedios,Arbusto,"23,439,193","414,079,609",arbusto,exotica,baja,,
11120,Ligustrum ovalifolium,DOCTOR JOSÉ Ma BEDOYA,Plaza o Jardín,HUERTA DE LA SALUD,Sur,Arbusto,"23,594,740","414,104,011",arbusto,exotica,baja,,
11121,Ligustrum ovalifolium,z.v. Jardines Manuel Arellano,Parque Urbano,LOS REMEDIOS,Los Remedios,Arbusto,"23,487,285","414,074,315",arbusto,exotica,baja,,
11122,Ligustrum ovalifolium,Z.V. Juan Carvallo,Jardinería Asociada a Viario,ROCHELAMBERT,Cerro-Amate,Arbusto,"23,847,258","414,084,802",arbusto,exotica,baja,,
11123,Ligustrum ovalifolium,Z.V. General Palanca y Nucleo residencial Ruiz de Toledo,Plaza o Jardín,GIRALDA SUR,Sur,Arbusto,"23,650,018","414,046,847",arbusto,exotica,baja,,
11124,Ligustrum ovalifolium,Jardín de las Delicias,Parque o Jardín Histórico,EL PRADO-PARQUE MARIA LUISA,Sur,Arbusto,"23,518,870","414,032,565",arbusto,exotica,baja,,
11125,Ligustrum ovalifolium,Jardín de las Delicias,Parque o Jardín Histórico,EL PRADO-PARQUE MARIA LUISA,Sur,Arbusto,"23,518,902","414,029,559",arbusto,exotica,baja,,
11126,Ligustrum ovalifolium,Jardín de las Delicias,Parque o Jardín Histórico,EL PRADO-PARQUE MARIA LUISA,Sur,Arbusto,"23,520,432","414,027,890",arbusto,exotica,baja,,
11127,Ligustrum ovalifolium,Z.V. Juan Carvallo,Jardinería Asociada a Viario,ROCHELAMBERT,Cerro-Amate,Arbusto,"23,847,223","414,084,564",arbusto,exotica,baja,,
11128,Ligustrum ovalifolium,Z.V. Juan Carvallo,Jardinería Asociada a Viario,ROCHELAMBERT,Cerro-Amate,Arbusto,"23,837,395","414,055,440",arbusto,exotica,baja,,
11129,Ligustrum ovalifolium,Z.V. Puerto de la Mora,Plaza o Jardín,ROCHELAMBERT,Cerro-Amate,Arbusto,"23,839,442","414,041,464",arbusto,exotica,baja,,
11130,Ligustrum ovalifolium,Jardín de las Delicias,Parque o Jardín Histórico,EL PRADO-PARQUE MARIA LUISA,Sur,Arbusto,"23,518,537","414,030,696",arbusto,exotica,baja,,
11131,Ligustrum ovalifolium,PZ PILATOS,Plaza o Jardín,SAN BARTOLOME,Casco Antiguo,Arbusto,"23,556,504","414,230,980",arbusto,exotica,baja,,
11132,Ligustrum ovalifolium,Jardines de Murillo,Parque o Jardín Histórico,SANTA CRUZ,Casco Antiguo,Arbusto,"23,547,269","414,171,426",arbusto,exotica,baja,,
11133,Ligustrum ovalifolium,Jardines de Murillo,Parque o Jardín Histórico,SANTA CRUZ,Casco Antiguo,Arbusto,"23,546,458","414,168,649",arbusto,exotica,baja,,
11134,Ligustrum ovalifolium,Jardín de las Delicias,Parque o Jardín Histórico,EL PRADO-PARQUE MARIA LUISA,Sur,Arbusto,"23,519,049","414,028,997",arbusto,exotica,baja,,
11135,Ligustrum ovalifolium,Jardines de Murillo,Parque o Jardín Histórico,SANTA CRUZ,Casco Antiguo,Arbusto,"23,550,688","414,179,183",arbusto,exotica,baja,,
11136,Ligustrum ovalifolium,Z.V. General Palanca y Nucleo residencial Ruiz de Toledo,Plaza o Jardín,GIRALDA SUR,Sur,Arbusto,"23,650,441","414,047,261",arbusto,exotica,baja,,
11137,Ligustrum ovalifolium,Jardín de las Delicias,Parque o Jardín Histórico,EL PRADO-PARQUE MARIA LUISA,Sur,Arbusto,"23,519,708","414,028,301",arbusto,exotica,baja,,
11138,Ligustrum ovalifolium,Plaza de los Refinadores (Medios Propios),Plaza o Jardín,SANTA CRUZ,Casco Antiguo,Arbusto,"23,549,285","414,182,844",arbusto,exotica,baja,,
11139,Ligustrum ovalifolium,Plaza de los Refinadores (Medios Propios),Plaza o Jardín,SANTA CRUZ,Casco Antiguo,Arbusto,"23,549,030","414,182,643",arbusto,exotica,baja,,
11140,Ligustrum ovalifolium,DON JUAN,Arbolado Viario,SANTA CLARA,San Pablo-Santa Justa,Arbusto,"23,904,025","414,343,477",arbusto,exotica,baja,,
11141,Ligustrum ovalifolium,Plaza de los Refinadores (Medios Propios),Plaza o Jardín,SANTA CRUZ,Casco Antiguo,Arbusto,"23,549,099","414,183,072",arbusto,exotica,baja,,
11142,Ligustrum ovalifolium,Jardines de Murillo,Parque o Jardín Histórico,SANTA CRUZ,Casco Antiguo,Arbusto,"23,550,726","414,180,329",arbusto,exotica,baja,,
11143,Ligustrum ovalifolium,Z.V. Parque Celestino Mutis,Parque Urbano,POLIGONO SUR,Sur,Arbusto,"23,677,439","413,956,530",arbusto,exotica,baja,,
11144,Ligustrum ovalifolium,Z.V. Avenida de Grecia,Jardinería Asociada a Viario,EL CANO-BERMEJALES,Bellavista-La Palmera,Arbusto,"23,563,942","413,806,693",arbusto,exotica,baja,,
11145,Ligustrum ovalifolium,Jardín de las Delicias,Parque o Jardín Histórico,EL PRADO-PARQUE MARIA LUISA,Sur,Arbusto,"23,519,829","414,034,316",arbusto,exotica,baja,,
11146,Ligustrum ovalifolium,Jardines de Murillo,Parque o Jardín Histórico,SANTA CRUZ,Casco Antiguo,Arbusto,"23,548,590","414,168,537",arbusto,exotica,baja,,
11147,Ligustrum ovalifolium,Jardines de Murillo,Parque o Jardín Histórico,SANTA CRUZ,Casco Antiguo,Arbusto,"23,548,479","414,173,940",arbusto,exotica,baja,,
11148,Ligustrum ovalifolium,Jardín de las Delicias,Parque o Jardín Histórico,EL PRADO-PARQUE MARIA LUISA,Sur,Arbusto,"23,520,791","414,036,310",arbusto,exotica,baja,,
11149,Ligustrum ovalifolium,Jardín de las Delicias,Parque o Jardín Histórico,EL PRADO-PARQUE MARIA LUISA,Sur,Arbusto,"23,521,946","414,038,312",arbusto,exotica,baja,,
11150,Ligustrum ovalifolium,Jardín de las Delicias,Parque o Jardín Histórico,EL PRADO-PARQUE MARIA LUISA,Sur,Arbusto,"23,522,155","414,027,165",arbusto,exotica,baja,,
11151,Ligustrum ovalifolium,Parque de María Luisa,Parque o Jardín Histórico,EL PRADO-PARQUE MARIA LUISA,Sur,Arbusto,"23,524,874","414,084,520",arbusto,exotica,baja,,
11152,Ligustrum ovalifolium,Z.V. Alcalde Isacio Contreras,Plaza o Jardín,LA FLORIDA,Nervión,Arbusto,"23,580,865","414,198,859",arbusto,exotica,baja,,
11153,Ligustrum ovalifolium,PZ PILATOS,Plaza o Jardín,SAN BARTOLOME,Casco Antiguo,Arbusto,"23,554,304","414,231,197",arbusto,exotica,baja,,
11154,Ligustrum ovalifolium,Parque de María Luisa,Parque o Jardín Histórico,EL PRADO-PARQUE MARIA LUISA,Sur,Arbusto,"23,548,607","414,060,009",arbusto,exotica,baja,,
11155,Ligustrum ovalifolium,Plaza de los Refinadores (Medios Propios),Plaza o Jardín,SANTA CRUZ,Casco Antiguo,Arbusto,"23,548,855","414,182,871",arbusto,exotica,baja,,
11156,Ligustrum ovalifolium,Jardines de Murillo,Parque o Jardín Histórico,SANTA CRUZ,Casco Antiguo,Arbusto,"23,549,899","414,176,488",arbusto,exotica,baja,,
11157,Ligustrum ovalifolium,Jardín de las Delicias,Parque o Jardín Histórico,EL PRADO-PARQUE MARIA LUISA,Sur,Arbusto,"23,521,034","414,036,779",arbusto,exotica,baja,,
11158,Ligustrum ovalifolium,PZ PILATOS,Plaza o Jardín,SAN BARTOLOME,Casco Antiguo,Arbusto,"23,554,808","414,232,446",arbusto,exotica,baja,,
11159,Ligustrum ovalifolium,Jardín de las Delicias,Parque o Jardín Histórico,EL PRADO-PARQUE MARIA LUISA,Sur,Arbusto,"23,519,328","414,033,427",arbusto,exotica,baja,,
11160,Ligustrum ovalifolium,Jardín de las Delicias,Parque o Jardín Histórico,EL PRADO-PARQUE MARIA LUISA,Sur,Arbusto,"23,520,269","414,035,261",arbusto,exotica,baja,,
11161,Ligustrum ovalifolium,Jardín de las Delicias,Parque o Jardín Histórico,EL PRADO-PARQUE MARIA LUISA,Sur,Arbusto,"23,519,081","414,032,995",arbusto,exotica,baja,,
11162,Ligustrum ovalifolium,DOCTOR JOSÉ Ma BEDOYA,Plaza o Jardín,HUERTA DE LA SALUD,Sur,Arbusto,"23,595,054","414,104,880",arbusto,exotica,baja,,
11163,Ligustrum ovalifolium,Jardín de las Delicias,Parque o Jardín Histórico,EL PRADO-PARQUE MARIA LUISA,Sur,Arbusto,"23,521,260","414,037,253",arbusto,exotica,baja,,
11164,Ligustrum ovalifolium,Jardín de las Delicias,Parque o Jardín Histórico,EL PRADO-PARQUE MARIA LUISA,Sur,Arbusto,"23,518,427","414,031,529",arbusto,exotica,baja,,
11165,Ligustrum ovalifolium,Jardines de Murillo,Parque o Jardín Histórico,SANTA CRUZ,Casco Antiguo,Arbusto,"23,546,778","414,176,766",arbusto,exotica,baja,,
11166,Ligustrum ovalifolium,"JOSÉ LUIS VILA, JARDINES PLAZA",Plaza o Jardín,FERIA,Casco Antiguo,Arbusto,"23,538,518","414,323,634",arbusto,exotica,baja,,
11167,Ligustrum sinensis,DON JUAN,Arbolado Viario,SANTA CLARA,San Pablo-Santa Justa,Arbusto,"23,894,616","414,357,439",arbusto,exotica,baja,,
11168,Ligustrum sinensis,DON JUAN,Arbolado Viario,SANTA CLARA,San Pablo-Santa Justa,Arbusto,"23,894,192","414,358,110",arbusto,exotica,baja,,
11169,Ligustrum sinensis,DON JUAN,Arbolado Viario,SANTA CLARA,San Pablo-Santa Justa,Arbusto,"23,894,431","414,357,717",arbusto,exotica,baja,,
11170,Ligustrum sp,LICENCIADO CALDERA,Arbolado Viario,LA CORZA,San Pablo-Santa Justa,Arbusto,"23,749,600","414,365,965",arbusto,exotica,baja,,
11171,Ligustrum sp,Parque San Jerónimo I y II,Parque Periurbano,LA BACHILLERA,Norte,Árbol Zona Verde,"23,542,525","414,628,696",arbol,exotica,baja,,
11172,Ligustrum sp,CARRETERA DE CARMONA,Arbolado Viario,LA CORZA,San Pablo-Santa Justa,Arbusto,"23,754,326","414,369,612",arbusto,exotica,baja,,
11173,Ligustrum sp,Z.V. Jardines de Manuel Ferrand,Parque Urbano,LOS REMEDIOS,Los Remedios,Arbusto,"23,477,204","414,070,192",arbusto,exotica,baja,,
11174,Ligustrum sp,Parque San Jerónimo I y II,Parque Periurbano,LA BACHILLERA,Norte,Árbol Zona Verde,"23,522,982","414,647,674",arbol,exotica,baja,,
11175,Ligustrum sp,Parque San Jerónimo I y II,Parque Periurbano,LA BACHILLERA,Norte,Árbol Zona Verde,"23,524,352","414,646,698",arbol,exotica,baja,,
11176,Ligustrum sp,Parque San Jerónimo I y II,Parque Periurbano,LA BACHILLERA,Norte,Árbol Zona Verde,"23,523,875","414,647,030",arbol,exotica,baja,,
