,Especie,Parque,Tipologia,Barrio,Distrito,Elemento,X,Y,Porte,origen,importancia_polinizadores,notas,FRUTOs
7679,Eucalyptus camaldulensis,Parque del Tamarguillo,Parque Periurbano,COLORES- ENTREPARQUES,Este-Alcosa- Torreblanca,Árbol Zona Verde,"24,347,817","414,444,817",arbol,exotica,baja,,
7680,Eucalyptus camaldulensis,Parque Infanta Elena,Parque Periurbano,PALACIO DE CONGRESOS- URBADIEZ- ENTREPUENTES,Este-Alcosa- Torreblanca,Árbol Zona Verde,"23,955,124","414,288,949",arbol,exotica,baja,,
7681,Eucalyptus camaldulensis,Parque del Tamarguillo,Parque Periurbano,COLORES- ENTREPARQUES,Este-Alcosa- Torreblanca,Árbol Zona Verde,"24,346,887","414,453,160",arbol,exotica,baja,,
7682,Eucalyptus camaldulensis,"NORTE (junto asentamiento del Vacie), PARQUE",Parque Urbano,LOS PRINCIPES-LA FONTANILLA,Macarena,Árbol Zona Verde,"23,659,851","414,545,977",arbol,exotica,baja,,
7683,Eucalyptus camaldulensis,Parque del Tamarguillo,Parque Periurbano,COLORES- ENTREPARQUES,Este-Alcosa- Torreblanca,Árbol Zona Verde,"24,332,183","414,428,406",arbol,exotica,baja,,
7684,Eucalyptus camaldulensis,Parque Infanta Elena,Parque Periurbano,PALACIO DE CONGRESOS- URBADIEZ- ENTREPUENTES,Este-Alcosa- Torreblanca,Árbol Zona Verde,"23,953,012","414,289,247",arbol,exotica,baja,,
7685,Eucalyptus camaldulensis,Parque del Tamarguillo,Parque Periurbano,COLORES- ENTREPARQUES,Este-Alcosa- Torreblanca,Árbol Zona Verde,"24,270,172","414,442,518",arbol,exotica,baja,,
7686,Eucalyptus camaldulensis,Parque del Tamarguillo,Parque Periurbano,COLORES- ENTREPARQUES,Este-Alcosa- Torreblanca,Árbol Zona Verde,"24,346,730","414,454,084",arbol,exotica,baja,,
7687,Eucalyptus camaldulensis,"Rastrillo, Calle",Parque Periurbano,PALACIO DE CONGRESOS- URBADIEZ- ENTREPUENTES,Este-Alcosa- Torreblanca,Árbol Zona Verde,"23,956,063","414,288,586",arbol,exotica,baja,,
7688,Eucalyptus camaldulensis,Parque del Tamarguillo,Parque Periurbano,COLORES- ENTREPARQUES,Este-Alcosa- Torreblanca,Árbol Zona Verde,"24,321,433","414,457,078",arbol,exotica,baja,,
7689,Eucalyptus camaldulensis,"Rastrillo, Calle",Parque Periurbano,PALACIO DE CONGRESOS- URBADIEZ- ENTREPUENTES,Este-Alcosa- Torreblanca,Árbol Zona Verde,"23,955,444","414,288,607",arbol,exotica,baja,,
7690,Eucalyptus camaldulensis,Parque del Tamarguillo,Parque Periurbano,COLORES- ENTREPARQUES,Este-Alcosa- Torreblanca,Árbol Zona Verde,"24,346,405","414,449,943",arbol,exotica,baja,,
7691,Eucalyptus camaldulensis,Parque del Tamarguillo,Parque Periurbano,COLORES- ENTREPARQUES,Este-Alcosa- Torreblanca,Árbol Zona Verde,"24,342,690","414,448,520",arbol,exotica,baja,,
7692,Eucalyptus camaldulensis,Parque Infanta Elena,Parque Periurbano,PALACIO DE CONGRESOS- URBADIEZ- ENTREPUENTES,Este-Alcosa- Torreblanca,Árbol Zona Verde,"23,955,807","414,288,927",arbol,exotica,baja,,
7693,Eucalyptus camaldulensis,Parque Infanta Elena,Parque Periurbano,PALACIO DE CONGRESOS- URBADIEZ- ENTREPUENTES,Este-Alcosa- Torreblanca,Árbol Zona Verde,"24,003,591","414,327,545",arbol,exotica,baja,,
7694,Eucalyptus camaldulensis,Parque del Tamarguillo,Parque Periurbano,COLORES- ENTREPARQUES,Este-Alcosa- Torreblanca,Árbol Zona Verde,"24,328,124","414,457,829",arbol,exotica,baja,,
7695,Eucalyptus camaldulensis,Parque Infanta Elena,Parque Periurbano,PALACIO DE CONGRESOS- URBADIEZ- ENTREPUENTES,Este-Alcosa- Torreblanca,Árbol Zona Verde,"24,033,462","414,291,977",arbol,exotica,baja,,
7696,Eucalyptus camaldulensis,Parque del Tamarguillo,Parque Periurbano,COLORES- ENTREPARQUES,Este-Alcosa- Torreblanca,Árbol Zona Verde,"24,315,024","414,456,788",arbol,exotica,baja,,
7697,Eucalyptus camaldulensis,Parque Infanta Elena,Parque Periurbano,PALACIO DE CONGRESOS- URBADIEZ- ENTREPUENTES,Este-Alcosa- Torreblanca,Árbol Zona Verde,"23,959,114","414,289,055",arbol,exotica,baja,,
7698,Eucalyptus camaldulensis,Parque Infanta Elena,Parque Periurbano,PALACIO DE CONGRESOS- URBADIEZ- ENTREPUENTES,Este-Alcosa- Torreblanca,Árbol Zona Verde,"24,033,706","414,295,854",arbol,exotica,baja,,
7699,Eucalyptus camaldulensis,Parque del Tamarguillo,Parque Periurbano,COLORES- ENTREPARQUES,Este-Alcosa- Torreblanca,Árbol Zona Verde,"24,322,776","414,455,568",arbol,exotica,baja,,
7700,Eucalyptus camaldulensis,Parque Infanta Elena,Parque Periurbano,PALACIO DE CONGRESOS- URBADIEZ- ENTREPUENTES,Este-Alcosa- Torreblanca,Árbol Zona Verde,"24,032,861","414,282,289",arbol,exotica,baja,,
7701,Eucalyptus camaldulensis,Parque Infanta Elena,Parque Periurbano,PALACIO DE CONGRESOS- URBADIEZ- ENTREPUENTES,Este-Alcosa- Torreblanca,Árbol Zona Verde,"23,945,411","414,289,631",arbol,exotica,baja,,
7702,Eucalyptus camaldulensis,Parque Infanta Elena,Parque Periurbano,PALACIO DE CONGRESOS- URBADIEZ- ENTREPUENTES,Este-Alcosa- Torreblanca,Árbol Zona Verde,"24,033,968","414,300,614",arbol,exotica,baja,,
7703,Eucalyptus camaldulensis,Parque del Tamarguillo,Parque Periurbano,COLORES- ENTREPARQUES,Este-Alcosa- Torreblanca,Árbol Zona Verde,"24,312,681","414,457,401",arbol,exotica,baja,,
7704,Eucalyptus camaldulensis,Parque Infanta Elena,Parque Periurbano,PALACIO DE CONGRESOS- URBADIEZ- ENTREPUENTES,Este-Alcosa- Torreblanca,Árbol Zona Verde,"23,981,214","414,287,616",arbol,exotica,baja,,
7705,Eucalyptus camaldulensis,Parque del Tamarguillo,Parque Periurbano,COLORES- ENTREPARQUES,Este-Alcosa- Torreblanca,Árbol Zona Verde,"24,343,947","414,452,633",arbol,exotica,baja,,
7706,Eucalyptus camaldulensis,Parque Infanta Elena,Parque Periurbano,PALACIO DE CONGRESOS- URBADIEZ- ENTREPUENTES,Este-Alcosa- Torreblanca,Árbol Zona Verde,"24,003,458","414,327,789",arbol,exotica,baja,,
7707,Eucalyptus camaldulensis,Parque del Tamarguillo,Parque Periurbano,COLORES- ENTREPARQUES,Este-Alcosa- Torreblanca,Árbol Zona Verde,"24,319,811","414,458,985",arbol,exotica,baja,,
7708,Eucalyptus camaldulensis,Parque del Tamarguillo,Parque Periurbano,COLORES- ENTREPARQUES,Este-Alcosa- Torreblanca,Árbol Zona Verde,"24,347,235","414,452,864",arbol,exotica,baja,,
7709,Eucalyptus camaldulensis,Parque Infanta Elena,Parque Periurbano,PALACIO DE CONGRESOS- URBADIEZ- ENTREPUENTES,Este-Alcosa- Torreblanca,Árbol Zona Verde,"24,053,298","414,252,732",arbol,exotica,baja,,
7710,Eucalyptus camaldulensis,Parque Infanta Elena,Parque Periurbano,PALACIO DE CONGRESOS- URBADIEZ- ENTREPUENTES,Este-Alcosa- Torreblanca,Árbol Zona Verde,"24,033,113","414,287,563",arbol,exotica,baja,,
7711,Eucalyptus camaldulensis,Parque Infanta Elena,Parque Periurbano,PALACIO DE CONGRESOS- URBADIEZ- ENTREPUENTES,Este-Alcosa- Torreblanca,Árbol Zona Verde,"23,988,277","414,286,727",arbol,exotica,baja,,
7712,Eucalyptus camaldulensis,Parque del Tamarguillo,Parque Periurbano,COLORES- ENTREPARQUES,Este-Alcosa- Torreblanca,Árbol Zona Verde,"24,302,424","414,453,741",arbol,exotica,baja,,
7713,Eucalyptus camaldulensis,Parque del Tamarguillo,Parque Periurbano,COLORES- ENTREPARQUES,Este-Alcosa- Torreblanca,Árbol Zona Verde,"24,347,108","414,450,479",arbol,exotica,baja,,
7714,Eucalyptus camaldulensis,Parque del Tamarguillo,Parque Periurbano,COLORES- ENTREPARQUES,Este-Alcosa- Torreblanca,Árbol Zona Verde,"24,310,592","414,455,303",arbol,exotica,baja,,
7715,Eucalyptus camaldulensis,Parque del Tamarguillo,Parque Periurbano,COLORES- ENTREPARQUES,Este-Alcosa- Torreblanca,Árbol Zona Verde,"24,315,121","414,457,893",arbol,exotica,baja,,
7716,Eucalyptus camaldulensis,Parque Infanta Elena,Parque Periurbano,PALACIO DE CONGRESOS- URBADIEZ- ENTREPUENTES,Este-Alcosa- Torreblanca,Árbol Zona Verde,"24,033,304","414,289,571",arbol,exotica,baja,,
7717,Eucalyptus camaldulensis,Parque del Tamarguillo,Parque Periurbano,COLORES- ENTREPARQUES,Este-Alcosa- Torreblanca,Árbol Zona Verde,"24,342,182","414,456,628",arbol,exotica,baja,,
7718,Eucalyptus camaldulensis,Parque del Tamarguillo,Parque Periurbano,COLORES- ENTREPARQUES,Este-Alcosa- Torreblanca,Árbol Zona Verde,"24,316,927","414,458,188",arbol,exotica,baja,,
7719,Eucalyptus camaldulensis,Parque del Tamarguillo,Parque Periurbano,COLORES- ENTREPARQUES,Este-Alcosa- Torreblanca,Árbol Zona Verde,"24,316,386","414,459,212",arbol,exotica,baja,,
7720,Eucalyptus camaldulensis,"NORTE (junto asentamiento del Vacie), PARQUE",Parque Urbano,LOS PRINCIPES-LA FONTANILLA,Macarena,Árbol Zona Verde,"23,657,706","414,548,439",arbol,exotica,baja,,
7721,Eucalyptus camaldulensis,Parque del Tamarguillo,Parque Periurbano,COLORES- ENTREPARQUES,Este-Alcosa- Torreblanca,Árbol Zona Verde,"24,313,056","414,457,698",arbol,exotica,baja,,
7722,Eucalyptus camaldulensis,Parque Infanta Elena,Parque Periurbano,PALACIO DE CONGRESOS- URBADIEZ- ENTREPUENTES,Este-Alcosa- Torreblanca,Árbol Zona Verde,"24,033,530","414,293,202",arbol,exotica,baja,,
7723,Eucalyptus camaldulensis,Parque del Tamarguillo,Parque Periurbano,COLORES- ENTREPARQUES,Este-Alcosa- Torreblanca,Árbol Zona Verde,"24,344,255","414,455,722",arbol,exotica,baja,,
7724,Eucalyptus camaldulensis,Parque del Tamarguillo,Parque Periurbano,COLORES- ENTREPARQUES,Este-Alcosa- Torreblanca,Árbol Zona Verde,"24,343,117","414,447,950",arbol,exotica,baja,,
7725,Eucalyptus camaldulensis,Parque del Tamarguillo,Parque Periurbano,COLORES- ENTREPARQUES,Este-Alcosa- Torreblanca,Árbol Zona Verde,"24,343,648","414,447,352",arbol,exotica,baja,,
7726,Eucalyptus camaldulensis,Parque del Tamarguillo,Parque Periurbano,COLORES- ENTREPARQUES,Este-Alcosa- Torreblanca,Árbol Zona Verde,"24,344,691","414,456,593",arbol,exotica,baja,,
7727,Eucalyptus camaldulensis,Parque Infanta Elena,Parque Periurbano,PALACIO DE CONGRESOS- URBADIEZ- ENTREPUENTES,Este-Alcosa- Torreblanca,Árbol Zona Verde,"23,976,442","414,288,246",arbol,exotica,baja,,
7728,Eucalyptus camaldulensis,Parque Infanta Elena,Parque Periurbano,PALACIO DE CONGRESOS- URBADIEZ- ENTREPUENTES,Este-Alcosa- Torreblanca,Árbol Zona Verde,"23,965,389","414,288,825",arbol,exotica,baja,,
7729,Eucalyptus camaldulensis,Parque Infanta Elena,Parque Periurbano,PALACIO DE CONGRESOS- URBADIEZ- ENTREPUENTES,Este-Alcosa- Torreblanca,Árbol Zona Verde,"23,966,988","414,288,326",arbol,exotica,baja,,
7730,Eucalyptus camaldulensis,Parque Infanta Elena,Parque Periurbano,PALACIO DE CONGRESOS- URBADIEZ- ENTREPUENTES,Este-Alcosa- Torreblanca,Árbol Zona Verde,"23,976,147","414,287,881",arbol,exotica,baja,,
7731,Eucalyptus camaldulensis,Parque Infanta Elena,Parque Periurbano,PALACIO DE CONGRESOS- URBADIEZ- ENTREPUENTES,Este-Alcosa- Torreblanca,Árbol Zona Verde,"23,978,690","414,288,052",arbol,exotica,baja,,
7732,Eucalyptus camaldulensis,Parque del Tamarguillo,Parque Periurbano,COLORES- ENTREPARQUES,Este-Alcosa- Torreblanca,Árbol Zona Verde,"24,343,239","414,445,846",arbol,exotica,baja,,
7733,Eucalyptus camaldulensis,Parque del Tamarguillo,Parque Periurbano,COLORES- ENTREPARQUES,Este-Alcosa- Torreblanca,Árbol Zona Verde,"24,343,362","414,449,849",arbol,exotica,baja,,
7734,Eucalyptus camaldulensis,Parque del Tamarguillo,Parque Periurbano,COLORES- ENTREPARQUES,Este-Alcosa- Torreblanca,Árbol Zona Verde,"24,344,944","414,448,880",arbol,exotica,baja,,
7735,Eucalyptus camaldulensis,Parque del Tamarguillo,Parque Periurbano,COLORES- ENTREPARQUES,Este-Alcosa- Torreblanca,Árbol Zona Verde,"24,345,883","414,448,351",arbol,exotica,baja,,
7736,Eucalyptus camaldulensis,Parque del Tamarguillo,Parque Periurbano,COLORES- ENTREPARQUES,Este-Alcosa- Torreblanca,Árbol Zona Verde,"24,292,264","414,430,297",arbol,exotica,baja,,
7737,Eucalyptus camaldulensis,Parque del Tamarguillo,Parque Periurbano,COLORES- ENTREPARQUES,Este-Alcosa- Torreblanca,Árbol Zona Verde,"24,347,035","414,448,331",arbol,exotica,baja,,
7738,Eucalyptus camaldulensis,Parque Infanta Elena,Parque Periurbano,PALACIO DE CONGRESOS- URBADIEZ- ENTREPUENTES,Este-Alcosa- Torreblanca,Árbol Zona Verde,"24,034,067","414,301,512",arbol,exotica,baja,,
7739,Eucalyptus camaldulensis,Parque del Tamarguillo,Parque Periurbano,COLORES- ENTREPARQUES,Este-Alcosa- Torreblanca,Árbol Zona Verde,"24,323,211","414,456,680",arbol,exotica,baja,,
7740,Eucalyptus camaldulensis,Parque Infanta Elena,Parque Periurbano,PALACIO DE CONGRESOS- URBADIEZ- ENTREPUENTES,Este-Alcosa- Torreblanca,Árbol Zona Verde,"24,032,894","414,284,800",arbol,exotica,baja,,
7741,Eucalyptus camaldulensis,Parque Infanta Elena,Parque Periurbano,PALACIO DE CONGRESOS- URBADIEZ- ENTREPUENTES,Este-Alcosa- Torreblanca,Árbol Zona Verde,"24,004,078","414,327,777",arbol,exotica,baja,,
7742,Eucalyptus camaldulensis,Parque del Tamarguillo,Parque Periurbano,COLORES- ENTREPARQUES,Este-Alcosa- Torreblanca,Árbol Zona Verde,"24,315,462","414,456,109",arbol,exotica,baja,,
7743,Eucalyptus camaldulensis,Parque del Tamarguillo,Parque Periurbano,COLORES- ENTREPARQUES,Este-Alcosa- Torreblanca,Árbol Zona Verde,"24,318,099","414,457,888",arbol,exotica,baja,,
7744,Eucalyptus camaldulensis,Parque del Tamarguillo,Parque Periurbano,COLORES- ENTREPARQUES,Este-Alcosa- Torreblanca,Árbol Zona Verde,"24,346,608","414,453,369",arbol,exotica,baja,,
7745,Eucalyptus camaldulensis,Parque del Tamarguillo,Parque Periurbano,COLORES- ENTREPARQUES,Este-Alcosa- Torreblanca,Árbol Zona Verde,"24,327,118","414,458,614",arbol,exotica,baja,,
7746,Eucalyptus camaldulensis,Parque del Tamarguillo,Parque Periurbano,COLORES- ENTREPARQUES,Este-Alcosa- Torreblanca,Árbol Zona Verde,"24,274,938","414,437,205",arbol,exotica,baja,,
7747,Eucalyptus camaldulensis,Parque Infanta Elena,Parque Periurbano,PALACIO DE CONGRESOS- URBADIEZ- ENTREPUENTES,Este-Alcosa- Torreblanca,Árbol Zona Verde,"24,032,244","414,277,541",arbol,exotica,baja,,
7748,Eucalyptus camaldulensis,Parque del Tamarguillo,Parque Periurbano,COLORES- ENTREPARQUES,Este-Alcosa- Torreblanca,Árbol Zona Verde,"24,345,568","414,448,396",arbol,exotica,baja,,
7749,Eucalyptus camaldulensis,Parque del Tamarguillo,Parque Periurbano,COLORES- ENTREPARQUES,Este-Alcosa- Torreblanca,Árbol Zona Verde,"24,342,513","414,455,774",arbol,exotica,baja,,
7750,Eucalyptus camaldulensis,Parque Infanta Elena,Parque Periurbano,PALACIO DE CONGRESOS- URBADIEZ- ENTREPUENTES,Este-Alcosa- Torreblanca,Árbol Zona Verde,"24,004,525","414,329,363",arbol,exotica,baja,,
7751,Eucalyptus camaldulensis,Parque del Tamarguillo,Parque Periurbano,COLORES- ENTREPARQUES,Este-Alcosa- Torreblanca,Árbol Zona Verde,"24,321,446","414,456,028",arbol,exotica,baja,,
7752,Eucalyptus camaldulensis,Parque del Tamarguillo,Parque Periurbano,COLORES- ENTREPARQUES,Este-Alcosa- Torreblanca,Árbol Zona Verde,"24,343,088","414,453,526",arbol,exotica,baja,,
7753,Eucalyptus camaldulensis,Parque del Tamarguillo,Parque Periurbano,COLORES- ENTREPARQUES,Este-Alcosa- Torreblanca,Árbol Zona Verde,"24,330,225","414,449,260",arbol,exotica,baja,,
7754,Eucalyptus camaldulensis,Parque del Tamarguillo,Parque Periurbano,COLORES- ENTREPARQUES,Este-Alcosa- Torreblanca,Árbol Zona Verde,"24,344,621","414,454,711",arbol,exotica,baja,,
7755,Eucalyptus camaldulensis,Parque del Tamarguillo,Parque Periurbano,COLORES- ENTREPARQUES,Este-Alcosa- Torreblanca,Árbol Zona Verde,"24,315,827","414,459,288",arbol,exotica,baja,,
7756,Eucalyptus camaldulensis,Parque del Tamarguillo,Parque Periurbano,COLORES- ENTREPARQUES,Este-Alcosa- Torreblanca,Árbol Zona Verde,"24,323,446","414,457,504",arbol,exotica,baja,,
7757,Eucalyptus camaldulensis,Parque del Tamarguillo,Parque Periurbano,COLORES- ENTREPARQUES,Este-Alcosa- Torreblanca,Árbol Zona Verde,"24,343,220","414,448,215",arbol,exotica,baja,,
7758,Eucalyptus camaldulensis,"Rastrillo, Calle",Parque Periurbano,PALACIO DE CONGRESOS- URBADIEZ- ENTREPUENTES,Este-Alcosa- Torreblanca,Árbol Zona Verde,"23,959,008","414,288,543",arbol,exotica,baja,,
7759,Eucalyptus camaldulensis,Parque Infanta Elena,Parque Periurbano,PALACIO DE CONGRESOS- URBADIEZ- ENTREPUENTES,Este-Alcosa- Torreblanca,Árbol Zona Verde,"24,002,470","414,325,978",arbol,exotica,baja,,
7760,Eucalyptus camaldulensis,Parque Infanta Elena,Parque Periurbano,PALACIO DE CONGRESOS- URBADIEZ- ENTREPUENTES,Este-Alcosa- Torreblanca,Árbol Zona Verde,"24,032,375","414,275,265",arbol,exotica,baja,,
7761,Eucalyptus camaldulensis,Parque Infanta Elena,Parque Periurbano,PALACIO DE CONGRESOS- URBADIEZ- ENTREPUENTES,Este-Alcosa- Torreblanca,Árbol Zona Verde,"24,033,563","414,293,979",arbol,exotica,baja,,
7762,Eucalyptus camaldulensis,Parque del Tamarguillo,Parque Periurbano,COLORES- ENTREPARQUES,Este-Alcosa- Torreblanca,Árbol Zona Verde,"24,329,122","414,455,025",arbol,exotica,baja,,
7763,Eucalyptus camaldulensis,Parque Infanta Elena,Parque Periurbano,PALACIO DE CONGRESOS- URBADIEZ- ENTREPUENTES,Este-Alcosa- Torreblanca,Árbol Zona Verde,"24,005,330","414,330,168",arbol,exotica,baja,,
7764,Eucalyptus camaldulensis,Parque Infanta Elena,Parque Periurbano,PALACIO DE CONGRESOS- URBADIEZ- ENTREPUENTES,Este-Alcosa- Torreblanca,Árbol Zona Verde,"24,033,931","414,299,805",arbol,exotica,baja,,
7765,Eucalyptus camaldulensis,Parque del Tamarguillo,Parque Periurbano,COLORES- ENTREPARQUES,Este-Alcosa- Torreblanca,Árbol Zona Verde,"24,345,076","414,451,172",arbol,exotica,baja,,
7766,Eucalyptus camaldulensis,Parque del Tamarguillo,Parque Periurbano,COLORES- ENTREPARQUES,Este-Alcosa- Torreblanca,Árbol Zona Verde,"24,345,597","414,455,182",arbol,exotica,baja,,
7767,Eucalyptus camaldulensis,Parque del Tamarguillo,Parque Periurbano,COLORES- ENTREPARQUES,Este-Alcosa- Torreblanca,Árbol Zona Verde,"24,317,047","414,459,030",arbol,exotica,baja,,
7768,Eucalyptus camaldulensis,Parque del Tamarguillo,Parque Periurbano,COLORES- ENTREPARQUES,Este-Alcosa- Torreblanca,Árbol Zona Verde,"24,344,113","414,449,378",arbol,exotica,baja,,
7769,Eucalyptus camaldulensis,Parque del Tamarguillo,Parque Periurbano,COLORES- ENTREPARQUES,Este-Alcosa- Torreblanca,Árbol Zona Verde,"24,271,557","414,442,934",arbol,exotica,baja,,
7770,Eucalyptus camaldulensis,Parque del Tamarguillo,Parque Periurbano,COLORES- ENTREPARQUES,Este-Alcosa- Torreblanca,Árbol Zona Verde,"24,345,963","414,455,304",arbol,exotica,baja,,
7771,Eucalyptus camaldulensis,Parque del Tamarguillo,Parque Periurbano,COLORES- ENTREPARQUES,Este-Alcosa- Torreblanca,Árbol Zona Verde,"24,345,039","414,455,861",arbol,exotica,baja,,
7772,Eucalyptus camaldulensis,Parque Infanta Elena,Parque Periurbano,PALACIO DE CONGRESOS- URBADIEZ- ENTREPUENTES,Este-Alcosa- Torreblanca,Árbol Zona Verde,"23,984,770","414,287,437",arbol,exotica,baja,,
7773,Eucalyptus camaldulensis,Parque del Tamarguillo,Parque Periurbano,COLORES- ENTREPARQUES,Este-Alcosa- Torreblanca,Árbol Zona Verde,"24,344,569","414,455,164",arbol,exotica,baja,,
7774,Eucalyptus camaldulensis,Parque del Tamarguillo,Parque Periurbano,COLORES- ENTREPARQUES,Este-Alcosa- Torreblanca,Árbol Zona Verde,"24,314,832","414,459,288",arbol,exotica,baja,,
7775,Eucalyptus camaldulensis,Parque del Tamarguillo,Parque Periurbano,COLORES- ENTREPARQUES,Este-Alcosa- Torreblanca,Árbol Zona Verde,"24,346,747","414,451,679",arbol,exotica,baja,,
7776,Eucalyptus camaldulensis,Parque Infanta Elena,Parque Periurbano,PALACIO DE CONGRESOS- URBADIEZ- ENTREPUENTES,Este-Alcosa- Torreblanca,Árbol Zona Verde,"23,944,251","414,289,788",arbol,exotica,baja,,
7777,Eucalyptus camaldulensis,Parque del Tamarguillo,Parque Periurbano,COLORES- ENTREPARQUES,Este-Alcosa- Torreblanca,Árbol Zona Verde,"24,347,870","414,450,484",arbol,exotica,baja,,
7778,Eucalyptus camaldulensis,Parque Infanta Elena,Parque Periurbano,PALACIO DE CONGRESOS- URBADIEZ- ENTREPUENTES,Este-Alcosa- Torreblanca,Árbol Zona Verde,"24,032,392","414,275,731",arbol,exotica,baja,,
7779,Eucalyptus camaldulensis,Parque del Tamarguillo,Parque Periurbano,COLORES- ENTREPARQUES,Este-Alcosa- Torreblanca,Árbol Zona Verde,"24,344,552","414,448,949",arbol,exotica,baja,,
7780,Eucalyptus camaldulensis,Parque del Tamarguillo,Parque Periurbano,COLORES- ENTREPARQUES,Este-Alcosa- Torreblanca,Árbol Zona Verde,"24,311,367","414,457,051",arbol,exotica,baja,,
7781,Eucalyptus camaldulensis,Parque Infanta Elena,Parque Periurbano,PALACIO DE CONGRESOS- URBADIEZ- ENTREPUENTES,Este-Alcosa- Torreblanca,Árbol Zona Verde,"23,988,472","414,287,005",arbol,exotica,baja,,
7782,Eucalyptus camaldulensis,Parque del Tamarguillo,Parque Periurbano,COLORES- ENTREPARQUES,Este-Alcosa- Torreblanca,Árbol Zona Verde,"24,346,005","414,450,874",arbol,exotica,baja,,
7783,Eucalyptus camaldulensis,Parque del Tamarguillo,Parque Periurbano,COLORES- ENTREPARQUES,Este-Alcosa- Torreblanca,Árbol Zona Verde,"24,323,949","414,425,940",arbol,exotica,baja,,
7784,Eucalyptus camaldulensis,Parque del Tamarguillo,Parque Periurbano,COLORES- ENTREPARQUES,Este-Alcosa- Torreblanca,Árbol Zona Verde,"24,320,112","414,458,759",arbol,exotica,baja,,
7785,Eucalyptus camaldulensis,Parque Infanta Elena,Parque Periurbano,PALACIO DE CONGRESOS- URBADIEZ- ENTREPUENTES,Este-Alcosa- Torreblanca,Árbol Zona Verde,"24,033,939","414,299,146",arbol,exotica,baja,,
7786,Eucalyptus camaldulensis,Parque Infanta Elena,Parque Periurbano,PALACIO DE CONGRESOS- URBADIEZ- ENTREPUENTES,Este-Alcosa- Torreblanca,Árbol Zona Verde,"24,033,743","414,296,581",arbol,exotica,baja,,
7787,Eucalyptus camaldulensis,Parque del Tamarguillo,Parque Periurbano,COLORES- ENTREPARQUES,Este-Alcosa- Torreblanca,Árbol Zona Verde,"24,343,593","414,454,938",arbol,exotica,baja,,
7788,Eucalyptus camaldulensis,Parque Infanta Elena,Parque Periurbano,PALACIO DE CONGRESOS- URBADIEZ- ENTREPUENTES,Este-Alcosa- Torreblanca,Árbol Zona Verde,"23,959,690","414,289,077",arbol,exotica,baja,,
7789,Eucalyptus camaldulensis,Parque Infanta Elena,Parque Periurbano,PALACIO DE CONGRESOS- URBADIEZ- ENTREPUENTES,Este-Alcosa- Torreblanca,Árbol Zona Verde,"24,003,147","414,326,761",arbol,exotica,baja,,
7790,Eucalyptus camaldulensis,Parque del Tamarguillo,Parque Periurbano,COLORES- ENTREPARQUES,Este-Alcosa- Torreblanca,Árbol Zona Verde,"24,341,816","414,451,644",arbol,exotica,baja,,
