UG,ESPECIE ARBOLES ZONAS VERDES,ALTURA TOTAL,TIPOLOGÍA,BARRIO,DISTRITO,,ELEMENTO,FECHAPLANT,MARRAS,X,Y
Parque San Jerónimo I y II,Pinus pinea,110,Parque Periurbano,LA BACHILLERA,Norte,,Árbol Zona Verde,,,"23,511,611","414,648,447"
Parque San Jerónimo I y II,Populus alba,150,Parque Periurbano,LA BACHILLERA,Norte,,Árbol Zona Verde,,,"23,510,569","414,644,645"
Parque San Jerónimo I y II,Celtis australis,60,Parque Periurbano,LA BACHILLERA,Norte,,Árbol Zona Verde,,,"23,514,471","414,642,658"
Parque San Jerónimo I y II,Populus alba,60,Parque Periurbano,LA BACHILLERA,Norte,,Árbol Zona Verde,,,"23,513,947","414,642,102"
Parque San Jerónimo I y II,Celtis australis,70,Parque Periurbano,LA BACHILLERA,Norte,,Árbol Zona Verde,,,"23,513,477","414,644,442"
Parque San Jerónimo I y II,Populus alba,40,Parque Periurbano,LA BACHILLERA,Norte,,Árbol Zona Verde,,,"23,508,833","414,645,925"
Parque San Jerónimo I y II,Celtis australis,70,Parque Periurbano,LA BACHILLERA,Norte,,Árbol Zona Verde,,,"23,513,091","414,642,686"
Parque San Jerónimo I y II,Populus alba,70,Parque Periurbano,LA BACHILLERA,Norte,,Árbol Zona Verde,,,"23,513,550","414,642,460"
Parque San Jerónimo I y II,Quercus suber,90,Parque Periurbano,LA BACHILLERA,Norte,,Árbol Zona Verde,,,"23,508,117","414,650,651"
Parque San Jerónimo I y II,Ulmus pumila,130,Parque Periurbano,LA BACHILLERA,Norte,,Árbol Zona Verde,,,"23,506,199","414,648,726"
Parque San Jerónimo I y II,Pinus pinea,150,Parque Periurbano,LA BACHILLERA,Norte,,Árbol Zona Verde,,,"23,512,379","414,648,343"
Parque San Jerónimo I y II,Populus alba,70,Parque Periurbano,LA BACHILLERA,Norte,,Árbol Zona Verde,,,"23,506,999","414,646,866"
Parque San Jerónimo I y II,Celtis australis,70,Parque Periurbano,LA BACHILLERA,Norte,,Árbol Zona Verde,,,"23,514,025","414,642,587"
Parque San Jerónimo I y II,Ulmus pumila,130,Parque Periurbano,LA BACHILLERA,Norte,,Árbol Zona Verde,,,"23,504,807","414,648,522"
Parque San Jerónimo I y II,Celtis australis,70,Parque Periurbano,LA BACHILLERA,Norte,,Árbol Zona Verde,,,"23,511,150","414,646,499"
Parque San Jerónimo I y II,Ulmus pumila,120,Parque Periurbano,LA BACHILLERA,Norte,,Árbol Zona Verde,,,"23,504,913","414,649,123"
Parque San Jerónimo I y II,Parkinsonia aculeata,65,Parque Periurbano,LA BACHILLERA,Norte,,Árbol Zona Verde,,,"23,512,457","414,646,823"
Parque San Jerónimo I y II,Populus alba,45,Parque Periurbano,LA BACHILLERA,Norte,,Árbol Zona Verde,,,"23,508,824","414,645,569"
Parque San Jerónimo I y II,Celtis australis,70,Parque Periurbano,LA BACHILLERA,Norte,,Árbol Zona Verde,,,"23,508,288","414,647,141"
Parque San Jerónimo I y II,Platanus hispanica,130,Parque Periurbano,LA BACHILLERA,Norte,,Árbol Zona Verde,,,"23,504,343","414,650,489"
Parque San Jerónimo I y II,Celtis australis,70,Parque Periurbano,LA BACHILLERA,Norte,,Árbol Zona Verde,,,"23,515,018","414,642,729"
Parque San Jerónimo I y II,Fraxinus angustifolia,50,Parque Periurbano,LA BACHILLERA,Norte,,Árbol Zona Verde,,,"23,533,960","414,628,497"
Parque San Jerónimo I y II,Brachychiton discolor,60,Parque Periurbano,LA BACHILLERA,Norte,,Árbol Zona Verde,,,"23,527,618","414,634,452"
Parque San Jerónimo I y II,Fraxinus angustifolia,70,Parque Periurbano,LA BACHILLERA,Norte,,Árbol Zona Verde,,,"23,533,100","414,629,115"
Parque San Jerónimo I y II,Acer campestre,,Parque Periurbano,LA BACHILLERA,Norte,,Árbol Zona Verde,,sellado/posición arbolada,"23,537,059","414,622,692"
Parque San Jerónimo I y II,Brachychiton discolor,50,Parque Periurbano,LA BACHILLERA,Norte,,Árbol Zona Verde,,,"23,522,556","414,638,020"
Parque San Jerónimo I y II,Acer campestre,40,Parque Periurbano,LA BACHILLERA,Norte,,Árbol Zona Verde,,,"23,537,914","414,621,580"
Parque San Jerónimo I y II,Brachychiton discolor,70,Parque Periurbano,LA BACHILLERA,Norte,,Árbol Zona Verde,,,"23,528,457","414,634,896"
UG,ESPECIE ARBOLES ZONAS VERDES,ALTURA TOTAL,TIPOLOGÍA,BARRIO,DISTRITO,,ELEMENTO,FECHAPLANT,MARRAS,X,Y
Parque San Jerónimo I y II,Acer campestre,40,Parque Periurbano,LA BACHILLERA,Norte,,Árbol Zona Verde,,,"23,537,964","414,622,427"
Parque San Jerónimo I y II,Celtis australis,45,Parque Periurbano,LA BACHILLERA,Norte,,Árbol Zona Verde,,,"23,541,452","414,619,944"
Parque San Jerónimo I y II,Fraxinus angustifolia,60,Parque Periurbano,LA BACHILLERA,Norte,,Árbol Zona Verde,,,"23,535,963","414,627,102"
Parque San Jerónimo I y II,Populus alba,100,Parque Periurbano,LA BACHILLERA,Norte,,Árbol Zona Verde,,,"23,528,568","414,632,572"
Parque San Jerónimo I y II,Populus nigra,,Parque Periurbano,LA BACHILLERA,Norte,,Árbol Zona Verde,,sellado/posición arbolada,"23,540,613","414,620,060"
Parque San Jerónimo I y II,Celtis australis,90,Parque Periurbano,LA BACHILLERA,Norte,,Árbol Zona Verde,,,"23,517,238","414,641,475"
Parque San Jerónimo I y II,Acer campestre,,Parque Periurbano,LA BACHILLERA,Norte,,Árbol Zona Verde,,Tocón,"23,536,320","414,623,830"
Parque San Jerónimo I y II,Celtis australis,60,Parque Periurbano,LA BACHILLERA,Norte,,Árbol Zona Verde,,,"23,540,981","414,622,413"
Parque San Jerónimo I y II,Fraxinus angustifolia,40,Parque Periurbano,LA BACHILLERA,Norte,,Árbol Zona Verde,,,"23,525,514","414,634,581"
Parque San Jerónimo I y II,Populus alba,110,Parque Periurbano,LA BACHILLERA,Norte,,Árbol Zona Verde,,,"23,530,347","414,630,967"
Parque San Jerónimo I y II,Fraxinus angustifolia,50,Parque Periurbano,LA BACHILLERA,Norte,,Árbol Zona Verde,,,"23,537,423","414,626,810"
Parque San Jerónimo I y II,Populus nigra,,Parque Periurbano,LA BACHILLERA,Norte,,Árbol Zona Verde,,sellado/posición arbolada,"23,539,782","414,620,384"
Parque San Jerónimo I y II,Fraxinus angustifolia,40,Parque Periurbano,LA BACHILLERA,Norte,,Árbol Zona Verde,,,"23,520,048","414,638,374"
Parque San Jerónimo I y II,Populus alba,110,Parque Periurbano,LA BACHILLERA,Norte,,Árbol Zona Verde,,,"23,526,729","414,633,731"
Parque San Jerónimo I y II,Fraxinus angustifolia,60,Parque Periurbano,LA BACHILLERA,Norte,,Árbol Zona Verde,,,"23,539,832","414,622,867"
Parque San Jerónimo I y II,Fraxinus angustifolia,60,Parque Periurbano,LA BACHILLERA,Norte,,Árbol Zona Verde,,,"23,525,037","414,634,882"
Parque San Jerónimo I y II,Populus alba,80,Parque Periurbano,LA BACHILLERA,Norte,,Árbol Zona Verde,,,"23,539,063","414,625,520"
Parque San Jerónimo I y II,Populus nigra,,Parque Periurbano,LA BACHILLERA,Norte,,Árbol Zona Verde,,sellado/posición arbolada,"23,539,085","414,620,666"
Parque San Jerónimo I y II,Fraxinus angustifolia,60,Parque Periurbano,LA BACHILLERA,Norte,,Árbol Zona Verde,,,"23,541,269","414,621,836"
Parque San Jerónimo I y II,Populus alba,60,Parque Periurbano,LA BACHILLERA,Norte,,Árbol Zona Verde,,Árbol muerto,"23,541,626","414,621,455"
Parque San Jerónimo I y II,Tamarix gallica,20,Parque Periurbano,LA BACHILLERA,Norte,,Árbol Zona Verde,,,"23,540,746","414,621,580"
Parque San Jerónimo I y II,Populus alba,90,Parque Periurbano,LA BACHILLERA,Norte,,Árbol Zona Verde,,,"23,529,191","414,631,963"
Parque San Jerónimo I y II,Populus alba,100,Parque Periurbano,LA BACHILLERA,Norte,,Árbol Zona Verde,,,"23,529,429","414,631,771"
Parque San Jerónimo I y II,Fraxinus angustifolia,80,Parque Periurbano,LA BACHILLERA,Norte,,Árbol Zona Verde,,,"23,539,151","414,623,556"
Parque San Jerónimo I y II,Populus nigra,,Parque Periurbano,LA BACHILLERA,Norte,,Árbol Zona Verde,,sellado/posición arbolada,"23,535,506","414,625,424"
Parque San Jerónimo I y II,Brachychiton discolor,40,Parque Periurbano,LA BACHILLERA,Norte,,Árbol Zona Verde,,,"23,523,330","414,638,470"
Parque San Jerónimo I y II,Acer campestre,40,Parque Periurbano,LA BACHILLERA,Norte,,Árbol Zona Verde,,,"23,538,612","414,621,580"
Parque San Jerónimo I y II,Fraxinus angustifolia,50,Parque Periurbano,LA BACHILLERA,Norte,,Árbol Zona Verde,,,"23,519,155","414,638,846"
Parque San Jerónimo I y II,Fraxinus angustifolia,70,Parque Periurbano,LA BACHILLERA,Norte,,Árbol Zona Verde,,,"23,534,702","414,627,791"
Parque San Jerónimo I y II,Populus alba,110,Parque Periurbano,LA BACHILLERA,Norte,,Árbol Zona Verde,,,"23,524,561","414,635,203"
UG,ESPECIE ARBOLES ZONAS VERDES,ALTURA TOTAL,TIPOLOGÍA,BARRIO,DISTRITO,,ELEMENTO,FECHAPLANT,MARRAS,X,Y
Parque San Jerónimo I y II,Fraxinus angustifolia,70,Parque Periurbano,LA BACHILLERA,Norte,,Árbol Zona Verde,,,"23,538,261","414,626,223"
Parque San Jerónimo I y II,Fraxinus angustifolia,,Parque Periurbano,LA BACHILLERA,Norte,,Árbol Zona Verde,,vacío/Posición a reponer,"23,538,518","414,627,065"
Parque San Jerónimo I y II,Fraxinus angustifolia,60,Parque Periurbano,LA BACHILLERA,Norte,,Árbol Zona Verde,,,"23,537,696","414,627,656"
Parque San Jerónimo I y II,Celtis australis,70,Parque Periurbano,LA BACHILLERA,Norte,,Árbol Zona Verde,,,"23,532,373","414,629,606"
Parque San Jerónimo I y II,Populus alba,110,Parque Periurbano,LA BACHILLERA,Norte,,Árbol Zona Verde,,,"23,520,775","414,637,721"
Parque San Jerónimo I y II,Celtis australis,60,Parque Periurbano,LA BACHILLERA,Norte,,Árbol Zona Verde,,,"23,535,290","414,627,633"
Parque San Jerónimo I y II,Acer campestre,40,Parque Periurbano,LA BACHILLERA,Norte,,Árbol Zona Verde,,,"23,537,158","414,623,490"
Parque San Jerónimo I y II,Populus alba,110,Parque Periurbano,LA BACHILLERA,Norte,,Árbol Zona Verde,,,"23,526,038","414,634,195"
Parque San Jerónimo I y II,Populus alba,80,Parque Periurbano,LA BACHILLERA,Norte,,Árbol Zona Verde,,,"23,535,509","414,627,147"
Parque San Jerónimo I y II,Populus alba,120,Parque Periurbano,LA BACHILLERA,Norte,,Árbol Zona Verde,,,"23,518,309","414,639,441"
Parque San Jerónimo I y II,Populus alba,100,Parque Periurbano,LA BACHILLERA,Norte,,Árbol Zona Verde,,,"23,527,509","414,633,240"
Parque San Jerónimo I y II,Fraxinus angustifolia,45,Parque Periurbano,LA BACHILLERA,Norte,,Árbol Zona Verde,,,"23,524,182","414,635,525"
Parque San Jerónimo I y II,Populus nigra,,Parque Periurbano,LA BACHILLERA,Norte,,Árbol Zona Verde,,sellado/posición arbolada,"23,536,046","414,624,719"
Parque San Jerónimo I y II,Populus alba,100,Parque Periurbano,LA BACHILLERA,Norte,,Árbol Zona Verde,,,"23,521,564","414,637,221"
Parque San Jerónimo I y II,Fraxinus angustifolia,,Parque Periurbano,LA BACHILLERA,Norte,,Árbol Zona Verde,,vacío/Posición a reponer,"23,523,065","414,636,989"
Parque San Jerónimo I y II,Fraxinus angustifolia,70,Parque Periurbano,LA BACHILLERA,Norte,,Árbol Zona Verde,,,"23,538,731","414,624,168"
Parque San Jerónimo I y II,Jacaranda mimosifolia,90,Parque Periurbano,LA BACHILLERA,Norte,,Árbol Zona Verde,,,"23,549,536","414,627,077"
Parque San Jerónimo I y II,Populus nigra,120,Parque Periurbano,LA BACHILLERA,Norte,,Árbol Zona Verde,,,"23,545,313","414,620,596"
Parque San Jerónimo I y II,Tamarix gallica,10,Parque Periurbano,LA BACHILLERA,Norte,,Árbol Zona Verde,,,"23,546,876","414,621,401"
Parque San Jerónimo I y II,Jacaranda mimosifolia,90,Parque Periurbano,LA BACHILLERA,Norte,,Árbol Zona Verde,,,"23,545,825","414,629,772"
Parque San Jerónimo I y II,Jacaranda mimosifolia,90,Parque Periurbano,LA BACHILLERA,Norte,,Árbol Zona Verde,,,"23,547,180","414,629,773"
Parque San Jerónimo I y II,Jacaranda mimosifolia,90,Parque Periurbano,LA BACHILLERA,Norte,,Árbol Zona Verde,,,"23,548,737","414,628,561"
Parque San Jerónimo I y II,Jacaranda mimosifolia,70,Parque Periurbano,LA BACHILLERA,Norte,,Árbol Zona Verde,,,"23,551,178","414,626,931"
Parque San Jerónimo I y II,Jacaranda mimosifolia,90,Parque Periurbano,LA BACHILLERA,Norte,,Árbol Zona Verde,,,"23,547,946","414,629,213"
Parque San Jerónimo I y II,Tamarix gallica,,Parque Periurbano,LA BACHILLERA,Norte,,Árbol Zona Verde,,vacío/Posición a reponer,"23,543,763","414,622,638"
Parque San Jerónimo I y II,Fraxinus angustifolia,40,Parque Periurbano,LA BACHILLERA,Norte,,Árbol Zona Verde,,,"23,549,116","414,626,405"
Parque San Jerónimo I y II,Populus alba,70,Parque Periurbano,LA BACHILLERA,Norte,,Árbol Zona Verde,,,"23,544,568","414,620,491"
Parque San Jerónimo I y II,Tamarix gallica,,Parque Periurbano,LA BACHILLERA,Norte,,Árbol Zona Verde,,vacío/Posición a reponer,"23,547,320","414,621,739"
Parque San Jerónimo I y II,Celtis australis,70,Parque Periurbano,LA BACHILLERA,Norte,,Árbol Zona Verde,,,"23,548,502","414,622,494"
Parque San Jerónimo I y II,Jacaranda mimosifolia,90,Parque Periurbano,LA BACHILLERA,Norte,,Árbol Zona Verde,,,"23,550,317","414,627,492"
UG,ESPECIE ARBOLES ZONAS VERDES,ALTURA TOTAL,TIPOLOGÍA,BARRIO,DISTRITO,,ELEMENTO,FECHAPLANT,MARRAS,X,Y
Parque San Jerónimo I y II,Jacaranda mimosifolia,90,Parque Periurbano,LA BACHILLERA,Norte,,Árbol Zona Verde,,,"23,546,310","414,630,393"
Parque San Jerónimo I y II,Tamarix gallica,,Parque Periurbano,LA BACHILLERA,Norte,,Árbol Zona Verde,,Tocón,"23,545,797","414,620,823"
Parque San Jerónimo I y II,Celtis australis,70,Parque Periurbano,LA BACHILLERA,Norte,,Árbol Zona Verde,,,"23,544,167","414,621,719"
Parque San Jerónimo I y II,Jacaranda mimosifolia,90,Parque Periurbano,LA BACHILLERA,Norte,,Árbol Zona Verde,,,"23,547,442","414,628,612"
Parque San Jerónimo I y II,Jacaranda mimosifolia,90,Parque Periurbano,LA BACHILLERA,Norte,,Árbol Zona Verde,,,"23,549,476","414,628,024"
Parque San Jerónimo I y II,Tamarix gallica,20,Parque Periurbano,LA BACHILLERA,Norte,,Árbol Zona Verde,,,"23,544,211","414,622,887"
Parque San Jerónimo I y II,Tamarix gallica,40,Parque Periurbano,LA BACHILLERA,Norte,,Árbol Zona Verde,,,"23,544,630","414,623,049"
Parque San Jerónimo I y II,Fraxinus angustifolia,70,Parque Periurbano,LA BACHILLERA,Norte,,Árbol Zona Verde,,,"23,544,648","414,622,001"
Parque San Jerónimo I y II,Tamarix gallica,,Parque Periurbano,LA BACHILLERA,Norte,,Árbol Zona Verde,,vacío/Posición a reponer,"23,546,238","414,621,130"
Parque San Jerónimo I y II,Celtis australis,70,Parque Periurbano,LA BACHILLERA,Norte,,Árbol Zona Verde,,,"23,545,337","414,622,255"
Parque San Jerónimo I y II,Tamarix gallica,45,Parque Periurbano,LA BACHILLERA,Norte,,Árbol Zona Verde,,,"23,542,528","414,622,039"
Parque San Jerónimo I y II,Jacaranda mimosifolia,90,Parque Periurbano,LA BACHILLERA,Norte,,Árbol Zona Verde,,,"23,548,340","414,627,960"
Parque San Jerónimo I y II,Jacaranda mimosifolia,90,Parque Periurbano,LA BACHILLERA,Norte,,Árbol Zona Verde,,,"23,546,739","414,629,051"
Parque San Jerónimo I y II,Tamarix gallica,45,Parque Periurbano,LA BACHILLERA,Norte,,Árbol Zona Verde,,,"23,546,454","414,623,880"
Parque San Jerónimo I y II,Tamarix gallica,50,Parque Periurbano,LA BACHILLERA,Norte,,Árbol Zona Verde,,,"23,547,890","414,621,952"
Parque San Jerónimo I y II,Jacaranda mimosifolia,90,Parque Periurbano,LA BACHILLERA,Norte,,Árbol Zona Verde,,,"23,549,008","414,627,349"
Parque San Jerónimo I y II,Fraxinus angustifolia,40,Parque Periurbano,LA BACHILLERA,Norte,,Árbol Zona Verde,,,"23,548,316","414,625,302"
Parque San Jerónimo I y II,Fraxinus angustifolia,40,Parque Periurbano,LA BACHILLERA,Norte,,Árbol Zona Verde,,,"23,548,701","414,625,902"
Parque San Jerónimo I y II,Fraxinus angustifolia,60,Parque Periurbano,SAN JERONIMO,Norte,,Árbol Zona Verde,,,"23,552,690","414,619,737"
Parque San Jerónimo I y II,Jacaranda mimosifolia,40,Parque Periurbano,SAN JERONIMO,Norte,,Árbol Zona Verde,,,"23,554,450","414,621,961"
Parque San Jerónimo I y II,Tamarix gallica,25,Parque Periurbano,LA BACHILLERA,Norte,,Árbol Zona Verde,,,"23,546,096","414,619,959"
Parque San Jerónimo I y II,Jacaranda mimosifolia,40,Parque Periurbano,SAN JERONIMO,Norte,,Árbol Zona Verde,,,"23,547,959","414,613,025"
Parque San Jerónimo I y II,Fraxinus ornus,40,Parque Periurbano,SAN JERONIMO,Norte,,Árbol Zona Verde,,,"23,548,538","414,612,453"
Parque San Jerónimo I y II,Fraxinus angustifolia,50,Parque Periurbano,SAN JERONIMO,Norte,,Árbol Zona Verde,,,"23,550,302","414,616,381"
Parque San Jerónimo I y II,Tamarix gallica,20,Parque Periurbano,LA BACHILLERA,Norte,,Árbol Zona Verde,,,"23,547,124","414,617,994"
Parque San Jerónimo I y II,Populus nigra,100,Parque Periurbano,LA BACHILLERA,Norte,,Árbol Zona Verde,,,"23,545,798","414,619,614"
Parque San Jerónimo I y II,Jacaranda mimosifolia,40,Parque Periurbano,LA BACHILLERA,Norte,,Árbol Zona Verde,,,"23,550,516","414,619,852"
Parque San Jerónimo I y II,Fraxinus angustifolia,60,Parque Periurbano,SAN JERONIMO,Norte,,Árbol Zona Verde,,,"23,554,293","414,620,329"
Parque San Jerónimo I y II,Tamarix gallica,50,Parque Periurbano,SAN JERONIMO,Norte,,Árbol Zona Verde,,,"23,549,235","414,614,922"
Parque San Jerónimo I y II,Brachychiton sp,60,Parque Periurbano,LA BACHILLERA,Norte,,Árbol Zona Verde,,,"23,554,282","414,629,980"
UG,ESPECIE ARBOLES ZONAS VERDES,ALTURA TOTAL,TIPOLOGÍA,BARRIO,DISTRITO,,ELEMENTO,FECHAPLANT,MARRAS,X,Y
Parque San Jerónimo I y II,Fraxinus angustifolia,50,Parque Periurbano,LA BACHILLERA,Norte,,Árbol Zona Verde,,,"23,546,189","414,617,071"
Parque San Jerónimo I y II,Tamarix gallica,20,Parque Periurbano,LA BACHILLERA,Norte,,Árbol Zona Verde,,,"23,548,157","414,621,043"
Parque San Jerónimo I y II,Fraxinus angustifolia,,Parque Periurbano,LA BACHILLERA,Norte,,Árbol Zona Verde,,Tocón,"23,545,962","414,617,512"
Parque San Jerónimo I y II,Brachychiton sp,60,Parque Periurbano,LA BACHILLERA,Norte,,Árbol Zona Verde,,,"23,555,545","414,626,560"
Parque San Jerónimo I y II,Jacaranda mimosifolia,50,Parque Periurbano,SAN JERONIMO,Norte,,Árbol Zona Verde,,,"23,556,217","414,624,987"
Parque San Jerónimo I y II,Brachychiton sp,60,Parque Periurbano,LA BACHILLERA,Norte,,Árbol Zona Verde,,,"23,553,710","414,629,122"
Parque San Jerónimo I y II,Brachychiton sp,60,Parque Periurbano,LA BACHILLERA,Norte,,Árbol Zona Verde,,,"23,555,175","414,630,385"
Parque San Jerónimo I y II,Brachychiton sp,60,Parque Periurbano,LA BACHILLERA,Norte,,Árbol Zona Verde,,,"23,556,105","414,627,347"
Parque San Jerónimo I y II,Fraxinus ornus,40,Parque Periurbano,SAN JERONIMO,Norte,,Árbol Zona Verde,,,"23,548,639","414,614,107"
Parque San Jerónimo I y II,Populus nigra,100,Parque Periurbano,LA BACHILLERA,Norte,,Árbol Zona Verde,,,"23,549,532","414,624,417"
Parque San Jerónimo I y II,Fraxinus angustifolia,60,Parque Periurbano,LA BACHILLERA,Norte,,Árbol Zona Verde,,,"23,551,267","414,620,366"
Parque San Jerónimo I y II,Celtis australis,60,Parque Periurbano,LA BACHILLERA,Norte,,Árbol Zona Verde,,,"23,549,136","414,622,620"
Parque San Jerónimo I y II,Jacaranda mimosifolia,50,Parque Periurbano,LA BACHILLERA,Norte,,Árbol Zona Verde,,,"23,554,356","414,623,741"
Parque San Jerónimo I y II,Populus nigra,100,Parque Periurbano,LA BACHILLERA,Norte,,Árbol Zona Verde,,,"23,550,445","414,624,153"
Parque San Jerónimo I y II,Fraxinus angustifolia,,Parque Periurbano,SAN JERONIMO,Norte,,Árbol Zona Verde,,Tocón,"23,554,043","414,619,900"
Parque San Jerónimo I y II,Fraxinus angustifolia,70,Parque Periurbano,SAN JERONIMO,Norte,,Árbol Zona Verde,,,"23,550,600","414,615,205"
Parque San Jerónimo I y II,Fraxinus angustifolia,70,Parque Periurbano,SAN JERONIMO,Norte,,Árbol Zona Verde,,,"23,554,293","414,623,335"
Parque San Jerónimo I y II,Jacaranda mimosifolia,40,Parque Periurbano,LA BACHILLERA,Norte,,Árbol Zona Verde,,,"23,550,987","414,619,358"
Parque San Jerónimo I y II,Jacaranda mimosifolia,60,Parque Periurbano,SAN JERONIMO,Norte,,Árbol Zona Verde,,,"23,555,574","414,624,434"
Parque San Jerónimo I y II,Tamarix gallica,10,Parque Periurbano,LA BACHILLERA,Norte,,Árbol Zona Verde,,,"23,547,120","414,620,483"
Parque San Jerónimo I y II,Jacaranda mimosifolia,60,Parque Periurbano,LA BACHILLERA,Norte,,Árbol Zona Verde,,,"23,552,567","414,624,876"
Parque San Jerónimo I y II,Jacaranda mimosifolia,70,Parque Periurbano,SAN JERONIMO,Norte,,Árbol Zona Verde,,,"23,556,385","414,624,067"
Parque San Jerónimo I y II,Brachychiton sp,60,Parque Periurbano,LA BACHILLERA,Norte,,Árbol Zona Verde,,,"23,555,342","414,626,239"
Parque San Jerónimo I y II,Populus nigra,,Parque Periurbano,LA BACHILLERA,Norte,,Árbol Zona Verde,,Tocón,"23,549,951","414,626,498"
Parque San Jerónimo I y II,Populus nigra,100,Parque Periurbano,LA BACHILLERA,Norte,,Árbol Zona Verde,,,"23,550,540","414,624,785"
Parque San Jerónimo I y II,Jacaranda mimosifolia,70,Parque Periurbano,SAN JERONIMO,Norte,,Árbol Zona Verde,,,"23,556,883","414,624,632"
Parque San Jerónimo I y II,Fraxinus angustifolia,60,Parque Periurbano,LA BACHILLERA,Norte,,Árbol Zona Verde,,,"23,549,194","414,625,035"
Parque San Jerónimo I y II,Fraxinus ornus,40,Parque Periurbano,LA BACHILLERA,Norte,,Árbol Zona Verde,,,"23,549,182","414,619,697"
Parque San Jerónimo I y II,Ilex castaneifolia,50,Parque Periurbano,LA BACHILLERA,Norte,,Árbol Zona Verde,,,"23,547,036","414,615,731"
Parque San Jerónimo I y II,Fraxinus ornus,30,Parque Periurbano,SAN JERONIMO,Norte,,Árbol Zona Verde,,,"23,549,432","414,613,692"
UG,ESPECIE ARBOLES ZONAS VERDES,ALTURA TOTAL,TIPOLOGÍA,BARRIO,DISTRITO,,ELEMENTO,FECHAPLANT,MARRAS,X,Y
Parque San Jerónimo I y II,Jacaranda mimosifolia,70,Parque Periurbano,LA BACHILLERA,Norte,,Árbol Zona Verde,,,"23,550,778","414,625,845"
Parque San Jerónimo I y II,Jacaranda mimosifolia,70,Parque Periurbano,LA BACHILLERA,Norte,,Árbol Zona Verde,,,"23,552,870","414,625,617"
Parque San Jerónimo I y II,Fraxinus angustifolia,60,Parque Periurbano,SAN JERONIMO,Norte,,Árbol Zona Verde,,,"23,550,651","414,616,846"
Parque San Jerónimo I y II,Jacaranda mimosifolia,50,Parque Periurbano,LA BACHILLERA,Norte,,Árbol Zona Verde,,,"23,553,113","414,624,405"
Parque San Jerónimo I y II,Brachychiton sp,60,Parque Periurbano,LA BACHILLERA,Norte,,Árbol Zona Verde,,,"23,554,818","414,630,742"
