UG,ESPECIE ARBOLES ZONAS VERDES,ALTURA TOTAL,TIPOLOGÍA,BARRIO,DISTRITO,,ELEMENTO,FECHAPLANT,MARRAS,X,Y
Parque del Tamarguillo,Quercus ilex,,Parque Periurbano,COLORES- ENTREPARQUES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,Tocón,"24,121,484","414,477,322"
Parque del Tamarguillo,,40,Parque Periurbano,COLORES- ENTREPARQUES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,vacío/Posición a reponer,"24,126,301","414,473,400"
Parque del Tamarguillo,Ceratonia siliqua,70,Parque Periurbano,COLORES- ENTREPARQUES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"24,203,463","414,457,045"
Parque del Tamarguillo,Pinus pinea,80,Parque Periurbano,COLORES- ENTREPARQUES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"24,195,306","414,447,449"
Parque del Tamarguillo,Quercus ilex,55,Parque Periurbano,COLORES- ENTREPARQUES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"24,252,495","414,437,076"
Parque del Tamarguillo,Pinus pinea,75,Parque Periurbano,COLORES- ENTREPARQUES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"24,190,055","414,466,496"
Parque del Tamarguillo,Quercus suber,60,Parque Periurbano,COLORES- ENTREPARQUES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"24,192,071","414,475,062"
Parque del Tamarguillo,Pinus pinea,110,Parque Periurbano,COLORES- ENTREPARQUES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"24,210,152","414,461,794"
Parque del Tamarguillo,Ceratonia siliqua,60,Parque Periurbano,COLORES- ENTREPARQUES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"24,170,207","414,479,254"
Parque del Tamarguillo,Eucalyptus camaldulensis,150,Parque Periurbano,COLORES- ENTREPARQUES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"24,313,056","414,457,698"
Parque del Tamarguillo,Ceratonia siliqua,60,Parque Periurbano,COLORES- ENTREPARQUES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"24,157,521","414,481,415"
Parque del Tamarguillo,Catalpa bignonioides,50,Parque Periurbano,COLORES- ENTREPARQUES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"24,330,174","414,437,157"
Parque del Tamarguillo,Cedrus deodara,35,Parque Periurbano,COLORES- ENTREPARQUES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"24,130,762","414,474,282"
UG,ESPECIE ARBOLES ZONAS VERDES,ALTURA TOTAL,TIPOLOGÍA,BARRIO,DISTRITO,,ELEMENTO,FECHAPLANT,MARRAS,X,Y
Parque del Tamarguillo,Quercus suber,50,Parque Periurbano,COLORES- ENTREPARQUES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"24,190,898","414,461,063"
Parque del Tamarguillo,Ceratonia siliqua,50,Parque Periurbano,COLORES- ENTREPARQUES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"24,206,446","414,478,210"
Parque del Tamarguillo,Quercus ilex,60,Parque Periurbano,COLORES- ENTREPARQUES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"24,213,665","414,450,092"
Parque del Tamarguillo,Gleditsia triacanthos,35,Parque Periurbano,COLORES- ENTREPARQUES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"24,343,261","414,439,626"
Parque del Tamarguillo,Eucalyptus camaldulensis,180,Parque Periurbano,COLORES- ENTREPARQUES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"24,325,959","414,425,851"
Parque del Tamarguillo,Ceratonia siliqua,45,Parque Periurbano,COLORES- ENTREPARQUES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"24,206,838","414,458,457"
Parque del Tamarguillo,Quercus suber,60,Parque Periurbano,COLORES- ENTREPARQUES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"24,205,381","414,442,796"
Parque del Tamarguillo,Pinus pinea,100,Parque Periurbano,COLORES- ENTREPARQUES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"24,295,881","414,428,241"
Parque del Tamarguillo,Pinus pinea,,Parque Periurbano,COLORES- ENTREPARQUES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,Tocón,"24,232,729","414,453,152"
Parque del Tamarguillo,Olea europaea,50,Parque Periurbano,COLORES- ENTREPARQUES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"24,197,072","414,472,148"
Parque del Tamarguillo,Pinus pinea,95,Parque Periurbano,COLORES- ENTREPARQUES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"24,232,002","414,438,535"
Parque del Tamarguillo,Ceratonia siliqua,55,Parque Periurbano,COLORES- ENTREPARQUES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"24,213,145","414,440,382"
Parque del Tamarguillo,Eucalyptus camaldulensis,160,Parque Periurbano,COLORES- ENTREPARQUES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"24,345,342","414,445,891"
Parque del Tamarguillo,Eucalyptus camaldulensis,140,Parque Periurbano,COLORES- ENTREPARQUES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"24,315,859","414,458,197"
Parque del Tamarguillo,Pinus pinea,80,Parque Periurbano,COLORES- ENTREPARQUES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"24,290,113","414,429,623"
Parque del Tamarguillo,,,Parque Periurbano,COLORES- ENTREPARQUES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,Tocón,"24,312,725","414,457,729"
Parque del Tamarguillo,Pinus pinea,100,Parque Periurbano,COLORES- ENTREPARQUES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"24,203,946","414,445,086"
Parque del Tamarguillo,Quercus ilex,50,Parque Periurbano,COLORES- ENTREPARQUES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"24,194,027","414,455,916"
Parque del Tamarguillo,Ceratonia siliqua,45,Parque Periurbano,COLORES- ENTREPARQUES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"24,195,754","414,469,447"
Parque del Tamarguillo,Pinus pinea,95,Parque Periurbano,COLORES- ENTREPARQUES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"24,214,831","414,449,239"
Parque del Tamarguillo,Melia azedarach,30,Parque Periurbano,COLORES- ENTREPARQUES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"24,174,184","414,510,104"
Parque del Tamarguillo,Eucalyptus camaldulensis,170,Parque Periurbano,COLORES- ENTREPARQUES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"24,344,604","414,456,088"
Parque del Tamarguillo,Pinus pinea,70,Parque Periurbano,COLORES- ENTREPARQUES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"24,190,985","414,448,421"
Parque del Tamarguillo,Schinus molle,35,Parque Periurbano,COLORES- ENTREPARQUES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,Tocón,"24,154,881","414,462,782"
Parque del Tamarguillo,Pinus pinea,65,Parque Periurbano,COLORES- ENTREPARQUES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"24,201,440","414,444,895"
Parque del Tamarguillo,Pyrus communis,40,Parque Periurbano,COLORES- ENTREPARQUES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"24,226,026","414,441,147"
Parque del Tamarguillo,Eucalyptus camaldulensis,160,Parque Periurbano,COLORES- ENTREPARQUES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"24,312,375","414,457,029"
Parque del Tamarguillo,Ceratonia siliqua,55,Parque Periurbano,COLORES- ENTREPARQUES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"24,121,621","414,479,314"
Parque del Tamarguillo,Pinus pinea,,Parque Periurbano,COLORES- ENTREPARQUES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,Tocón,"24,234,911","414,449,688"
Parque del Tamarguillo,Ulmus pumila,55,Parque Periurbano,COLORES- ENTREPARQUES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"24,294,082","414,439,375"
UG,ESPECIE ARBOLES ZONAS VERDES,ALTURA TOTAL,TIPOLOGÍA,BARRIO,DISTRITO,,ELEMENTO,FECHAPLANT,MARRAS,X,Y
Parque del Tamarguillo,Olea europaea,50,Parque Periurbano,COLORES- ENTREPARQUES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"24,192,370","414,455,975"
Parque del Tamarguillo,Ceratonia siliqua,90,Parque Periurbano,COLORES- ENTREPARQUES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"24,199,097","414,466,876"
Parque del Tamarguillo,Ceratonia siliqua,50,Parque Periurbano,COLORES- ENTREPARQUES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"24,239,729","414,447,605"
Parque del Tamarguillo,Quercus ilex,55,Parque Periurbano,COLORES- ENTREPARQUES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"24,228,969","414,455,697"
Parque del Tamarguillo,Gleditsia triacanthos,50,Parque Periurbano,COLORES- ENTREPARQUES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"24,296,198","414,443,063"
Parque del Tamarguillo,Olea europaea,50,Parque Periurbano,COLORES- ENTREPARQUES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"24,329,400","414,425,899"
Parque del Tamarguillo,Pinus pinea,90,Parque Periurbano,COLORES- ENTREPARQUES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"24,288,469","414,439,040"
Parque del Tamarguillo,,,Parque Periurbano,COLORES- ENTREPARQUES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,Tocón,"24,313,791","414,457,654"
Parque del Tamarguillo,Ulmus pumila,45,Parque Periurbano,COLORES- ENTREPARQUES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"24,176,727","414,514,154"
Parque del Tamarguillo,Pinus pinea,70,Parque Periurbano,COLORES- ENTREPARQUES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"24,205,999","414,444,155"
Parque del Tamarguillo,Ceratonia siliqua,45,Parque Periurbano,COLORES- ENTREPARQUES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"24,203,918","414,467,244"
Parque del Tamarguillo,Pinus pinea,,Parque Periurbano,COLORES- ENTREPARQUES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,Tocón,"24,231,932","414,453,671"
Parque del Tamarguillo,Melia azedarach,40,Parque Periurbano,COLORES- ENTREPARQUES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"24,255,408","414,428,063"
Parque del Tamarguillo,Quercus ilex,70,Parque Periurbano,COLORES- ENTREPARQUES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"24,207,980","414,451,148"
Parque del Tamarguillo,,40,Parque Periurbano,COLORES- ENTREPARQUES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"24,264,568","414,427,647"
Parque del Tamarguillo,Ceratonia siliqua,50,Parque Periurbano,COLORES- ENTREPARQUES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"24,187,367","414,473,610"
Parque del Tamarguillo,Citrus aurantium,50,Parque Periurbano,COLORES- ENTREPARQUES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"24,179,767","414,477,763"
Parque del Tamarguillo,Tipuana tipu,60,Parque Periurbano,COLORES- ENTREPARQUES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"24,181,635","414,506,142"
Parque del Tamarguillo,Pinus pinea,100,Parque Periurbano,COLORES- ENTREPARQUES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"24,208,898","414,458,824"
Parque del Tamarguillo,Tipuana tipu,90,Parque Periurbano,COLORES- ENTREPARQUES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"24,179,857","414,510,141"
Parque del Tamarguillo,Ceratonia siliqua,60,Parque Periurbano,COLORES- ENTREPARQUES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"24,143,058","414,487,225"
Parque del Tamarguillo,Tipuana tipu,70,Parque Periurbano,COLORES- ENTREPARQUES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"24,177,060","414,506,411"
Parque del Tamarguillo,Eucalyptus camaldulensis,170,Parque Periurbano,COLORES- ENTREPARQUES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"24,341,763","414,456,680"
Parque del Tamarguillo,Pinus pinea,90,Parque Periurbano,COLORES- ENTREPARQUES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"24,287,723","414,432,696"
Parque del Tamarguillo,Jacaranda mimosifolia,60,Parque Periurbano,COLORES- ENTREPARQUES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"24,158,708","414,468,714"
Parque del Tamarguillo,Olea europaea,65,Parque Periurbano,COLORES- ENTREPARQUES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"24,199,155","414,457,558"
Parque del Tamarguillo,Pinus halepensis,55,Parque Periurbano,COLORES- ENTREPARQUES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"24,217,121","414,469,623"
Parque del Tamarguillo,Eucalyptus camaldulensis,170,Parque Periurbano,COLORES- ENTREPARQUES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"24,320,112","414,458,759"
Parque del Tamarguillo,Pinus pinea,95,Parque Periurbano,COLORES- ENTREPARQUES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"24,194,828","414,448,618"
Parque del Tamarguillo,Tipuana tipu,125,Parque Periurbano,COLORES- ENTREPARQUES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"24,222,245","414,434,101"
UG,ESPECIE ARBOLES ZONAS VERDES,ALTURA TOTAL,TIPOLOGÍA,BARRIO,DISTRITO,,ELEMENTO,FECHAPLANT,MARRAS,X,Y
Parque del Tamarguillo,Ceratonia siliqua,45,Parque Periurbano,COLORES- ENTREPARQUES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"24,245,268","414,437,253"
Parque del Tamarguillo,Quercus suber,60,Parque Periurbano,COLORES- ENTREPARQUES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"24,155,792","414,482,457"
Parque del Tamarguillo,Pinus pinea,100,Parque Periurbano,COLORES- ENTREPARQUES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"24,286,566","414,435,013"
Parque del Tamarguillo,Acacia saligna,35,Parque Periurbano,COLORES- ENTREPARQUES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"24,229,585","414,473,839"
Parque del Tamarguillo,Fraxinus angustifolia,45,Parque Periurbano,COLORES- ENTREPARQUES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"24,304,016","414,431,516"
Parque del Tamarguillo,Ceratonia siliqua,60,Parque Periurbano,COLORES- ENTREPARQUES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"24,125,560","414,479,768"
Parque del Tamarguillo,Fraxinus angustifolia,65,Parque Periurbano,COLORES- ENTREPARQUES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"24,295,419","414,443,507"
Parque del Tamarguillo,Pinus pinea,60,Parque Periurbano,COLORES- ENTREPARQUES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"24,113,911","414,488,981"
Parque del Tamarguillo,Ficus carica,25,Parque Periurbano,COLORES- ENTREPARQUES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"24,190,212","414,446,951"
Parque del Tamarguillo,Morus alba,70,Parque Periurbano,COLORES- ENTREPARQUES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"24,293,978","414,426,584"
Parque del Tamarguillo,Pinus pinea,80,Parque Periurbano,COLORES- ENTREPARQUES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"24,289,225","414,431,904"
Parque del Tamarguillo,Ceratonia siliqua,60,Parque Periurbano,COLORES- ENTREPARQUES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"24,207,380","414,475,918"
Parque del Tamarguillo,,,Parque Periurbano,COLORES- ENTREPARQUES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,Tocón,"24,319,509","414,456,561"
Parque del Tamarguillo,Grevillea robusta,20,Parque Periurbano,COLORES- ENTREPARQUES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"24,169,893","414,496,412"
Parque del Tamarguillo,Olea europaea,50,Parque Periurbano,COLORES- ENTREPARQUES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"24,189,205","414,470,881"
Parque del Tamarguillo,Pinus pinea,85,Parque Periurbano,COLORES- ENTREPARQUES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"24,182,297","414,465,709"
Parque del Tamarguillo,Pinus pinea,80,Parque Periurbano,COLORES- ENTREPARQUES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"24,291,606","414,428,686"
Parque del Tamarguillo,Gleditsia triacanthos,40,Parque Periurbano,COLORES- ENTREPARQUES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"24,331,753","414,437,958"
Parque del Tamarguillo,Pinus pinea,75,Parque Periurbano,COLORES- ENTREPARQUES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"24,183,753","414,467,618"
Parque del Tamarguillo,Eucalyptus camaldulensis,200,Parque Periurbano,COLORES- ENTREPARQUES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"24,301,892","414,453,521"
Parque del Tamarguillo,Eucalyptus camaldulensis,170,Parque Periurbano,COLORES- ENTREPARQUES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"24,346,683","414,449,626"
Parque del Tamarguillo,Pinus pinea,100,Parque Periurbano,COLORES- ENTREPARQUES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"24,246,341","414,445,636"
Parque del Tamarguillo,Pinus pinea,90,Parque Periurbano,COLORES- ENTREPARQUES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"24,284,609","414,428,900"
Parque del Tamarguillo,Ceratonia siliqua,50,Parque Periurbano,COLORES- ENTREPARQUES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"24,169,777","414,478,046"
Parque del Tamarguillo,Ceratonia siliqua,60,Parque Periurbano,COLORES- ENTREPARQUES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"24,121,492","414,482,778"
Parque del Tamarguillo,Pinus pinea,85,Parque Periurbano,COLORES- ENTREPARQUES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"24,233,803","414,453,048"
Parque del Tamarguillo,Punica granatum,30,Parque Periurbano,COLORES- ENTREPARQUES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"24,213,711","414,433,708"
Parque del Tamarguillo,Pinus pinea,70,Parque Periurbano,COLORES- ENTREPARQUES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"24,119,096","414,483,533"
Parque del Tamarguillo,Casuarina equisetifolia,150,Parque Periurbano,COLORES- ENTREPARQUES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"24,347,727","414,440,384"
Parque del Tamarguillo,Pinus pinea,90,Parque Periurbano,COLORES- ENTREPARQUES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"24,177,452","414,461,269"
UG,ESPECIE ARBOLES ZONAS VERDES,ALTURA TOTAL,TIPOLOGÍA,BARRIO,DISTRITO,,ELEMENTO,FECHAPLANT,MARRAS,X,Y
Parque del Tamarguillo,Olea europaea,50,Parque Periurbano,COLORES- ENTREPARQUES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"24,189,649","414,459,598"
Parque del Tamarguillo,Ceratonia siliqua,25,Parque Periurbano,COLORES- ENTREPARQUES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,Árbol muerto,"24,184,028","414,453,332"
Parque del Tamarguillo,Pinus pinea,115,Parque Periurbano,COLORES- ENTREPARQUES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"24,303,190","414,427,572"
Parque del Tamarguillo,Eucalyptus camaldulensis,80,Parque Periurbano,COLORES- ENTREPARQUES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"24,324,672","414,426,063"
Parque del Tamarguillo,Pinus pinea,110,Parque Periurbano,COLORES- ENTREPARQUES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"24,195,170","414,469,879"
Parque del Tamarguillo,Ceratonia siliqua,60,Parque Periurbano,COLORES- ENTREPARQUES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"24,114,914","414,481,510"
Parque del Tamarguillo,Eucalyptus camaldulensis,180,Parque Periurbano,COLORES- ENTREPARQUES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"24,309,118","414,455,230"
Parque del Tamarguillo,Morus alba,80,Parque Periurbano,COLORES- ENTREPARQUES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"24,179,374","414,459,402"
Parque del Tamarguillo,Pinus pinea,85,Parque Periurbano,COLORES- ENTREPARQUES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"24,179,504","414,455,898"
Parque del Tamarguillo,Fraxinus americana,35,Parque Periurbano,COLORES- ENTREPARQUES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,"2/1/2021 12:00:00
AM",,"24,142,224","414,488,143"
Parque del Tamarguillo,Ceratonia siliqua,50,Parque Periurbano,COLORES- ENTREPARQUES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"24,122,331","414,478,592"
Parque del Tamarguillo,Casuarina equisetifolia,80,Parque Periurbano,COLORES- ENTREPARQUES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"24,345,710","414,444,134"
Parque del Tamarguillo,Olea europaea,35,Parque Periurbano,COLORES- ENTREPARQUES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"24,189,927","414,455,697"
Parque del Tamarguillo,Olea europaea,55,Parque Periurbano,COLORES- ENTREPARQUES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"24,195,754","414,465,624"
Parque del Tamarguillo,Ulmus pumila,60,Parque Periurbano,COLORES- ENTREPARQUES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"24,308,202","414,427,535"
Parque del Tamarguillo,Ceratonia siliqua,40,Parque Periurbano,COLORES- ENTREPARQUES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"24,116,196","414,475,680"
Parque del Tamarguillo,Quercus ilex,50,Parque Periurbano,COLORES- ENTREPARQUES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"24,192,609","414,451,530"
Parque del Tamarguillo,Punica granatum,30,Parque Periurbano,COLORES- ENTREPARQUES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"24,266,233","414,427,564"
Parque del Tamarguillo,Eucalyptus camaldulensis,170,Parque Periurbano,COLORES- ENTREPARQUES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"24,317,893","414,455,714"
Parque del Tamarguillo,Quercus suber,65,Parque Periurbano,COLORES- ENTREPARQUES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"24,242,739","414,441,999"
Parque del Tamarguillo,Phytolacca dioica,60,Parque Periurbano,COLORES- ENTREPARQUES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"24,155,993","414,463,489"
Parque del Tamarguillo,Eucalyptus camaldulensis,140,Parque Periurbano,COLORES- ENTREPARQUES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"24,316,927","414,458,188"
Parque del Tamarguillo,Pinus pinea,90,Parque Periurbano,COLORES- ENTREPARQUES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"24,226,554","414,456,315"
Parque del Tamarguillo,Ceratonia siliqua,45,Parque Periurbano,COLORES- ENTREPARQUES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"24,191,756","414,470,934"
Parque del Tamarguillo,Casuarina equisetifolia,80,Parque Periurbano,COLORES- ENTREPARQUES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"24,345,619","414,445,074"
Parque del Tamarguillo,Tamarix gallica,50,Parque Periurbano,COLORES- ENTREPARQUES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"24,339,293","414,425,626"
Parque del Tamarguillo,Casuarina equisetifolia,150,Parque Periurbano,COLORES- ENTREPARQUES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"24,347,298","414,439,229"
Parque del Tamarguillo,Pinus pinea,110,Parque Periurbano,COLORES- ENTREPARQUES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"24,219,080","414,447,807"
Parque del Tamarguillo,Celtis australis,35,Parque Periurbano,COLORES- ENTREPARQUES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"24,219,989","414,433,740"
Parque del Tamarguillo,Casuarina equisetifolia,150,Parque Periurbano,COLORES- ENTREPARQUES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"24,345,318","414,441,638"
UG,ESPECIE ARBOLES ZONAS VERDES,ALTURA TOTAL,TIPOLOGÍA,BARRIO,DISTRITO,,ELEMENTO,FECHAPLANT,MARRAS,X,Y
Parque del Tamarguillo,Pinus pinea,70,Parque Periurbano,COLORES- ENTREPARQUES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"24,145,467","414,486,833"
Parque del Tamarguillo,Punica granatum,30,Parque Periurbano,COLORES- ENTREPARQUES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"24,269,675","414,427,425"
Parque del Tamarguillo,Celtis australis,40,Parque Periurbano,COLORES- ENTREPARQUES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"24,131,964","414,472,091"
